APPROACH,NN,0
IS,VBZ,0
BEING,VBG,0
WATCHED,VBN,0
CLOSELY,RB,0
BY,IN,0
STATES,NNS,0
STRUGGLING,VBG,0
WITH,IN,0
AN,DT,0
INCREASING,VBG,0
NUMBER,NN,0
OF,IN,0
ALGAE,NN,1
OUTBREAKS,NNS,0
.,.,0
SOME,DT,0
ENVIRONMENTAL,JJ,0
GROUPS,NNS,0
ARE,VBP,0
SKEPTICAL,JJ,0
BUT,CC,0
OTHERS,NNS,0
THAT,WDT,0
HAVE,VBP,0
BEEN,VBN,0
AT,IN,0
ODDS,NNS,0
WITH,IN,0
THE,DT,0
FARMING,NN,0
INDUSTRY,NN,0
ARE,VBP,0
HOPEFUL,JJ,0
.,.,0
WHILE,IN,0
THERE,EX,0
ARE,VBP,0
NO,DT,0
GUARANTEES,NNS,0
THE,DT,0
STRATEGY,NN,0
WILL,MD,0
REVIVE,VB,0
THE,DT,0
SHALLOWEST,JJS,0
OF,IN,0
THE,DT,0
GREAT,NNP,0
LAKES,NNPS,0
THERE,EX,0
ARE,VBP,0
POTENTIAL,JJ,0
PITFALLS,NNS,0
INCLUDING,VBG,0
A,DT,0
LAWSUIT,NN,0
CALLING,VBG,0
FOR,IN,0
TOUGHER,JJR,0
REGULATIONS,NNS,0
THAT,WDT,0
COULD,MD,0
UPEND,VB,0
THE,DT,0
STATE,NN,0
'S,POS,0
GOAL,NN,0
OF,IN,0
DRASTICALLY,RB,0
REDUCING,VBG,0
NUTRIENT,NN,0
POLLUTION,NN,0
ENTERING,VBG,0
THE,DT,0
LAKE,NN,0
'S,POS,0
WESTERN,JJ,0
END,NN,0
BY,IN,0
2025,CD,0
.,.,0
ìWE,NNP,0
CANíT,NNS,0
MOVE,VBP,0
FORWARD,RB,0
AS,IN,0
A,DT,0
STATE,NN,0
UNLESS,IN,0
WE,PRP,0
PRESERVE,VBP,0
LAKE,NNP,0
ERIE,NNP,0
î,NNP,0
OHIO,NNP,0
GOV.,NNP,0
MIKE,NNP,0
DEWINE,NNP,0
SAID,VBD,0
WHEN,WRB,0
HE,PRP,0
ANNOUNCED,VBD,0
PLANS,NNS,0
TO,TO,0
PAY,VB,0
FARMERS,NNS,0
TO,TO,0
VOLUNTARILY,RB,0
PARTICIPATE,VB,0
PART,NN,0
OF,IN,0
$,$,0
172,CD,0
MILLION,CD,0
TARGETED,VBN,0
FOR,IN,0
WATER,NN,0
QUALITY,NN,0
.,.,0
ONE,CD,0
OF,IN,0
THE,DT,0
BIGGEST,JJS,0
HURDLES,NNS,0
IS,VBZ,0
THAT,IN,0
THE,DT,0
STATE,NN,0
MUST,MD,0
CONVINCE,VB,0
FARMERS,NNS,0
TO,TO,0
MAKE,VB,0
CHANGES,NNS,0
WITHOUT,IN,0
ANY,DT,0
CERTAINTY,NN,0
THEY,PRP,0
WILL,MD,0
BE,VB,0
ENOUGH,JJ,0
.,.,0
AND,CC,0
NO,RB,0
MATTER,RB,0
HOW,WRB,0
MANY,JJ,0
GET,VBP,0
ON,IN,0
BOARD,NN,0
PROGRESS,NN,0
WILL,MD,0
BE,VB,0
SLOW,JJ,0
BECAUSE,IN,0
PHOSPHORUS,NN,1
FROM,IN,0
CHEMICAL,JJ,1
FERTILIZER,NN,1
AND,CC,0
MANURE,NN,1
HAS,VBZ,0
BUILT,VBN,0
UP,RP,0
FOR,IN,0
YEARS,NNS,0
.,.,0
BACKERS,NNS,0
OF,IN,0
THE,DT,0
STATE,NN,0
'S,POS,0
PLAN,NN,0
WORRY,VBP,0
THAT,IN,0
FARMERS,NNS,0
COULD,MD,0
GET,VB,0
DISCOURAGED,VBN,0
AND,CC,0
LAWMAKERS,NNS,0
MAY,MD,0
BACK,VB,0
AWAY,RB,0
FROM,IN,0
COMMITTING,VBG,0
MORE,JJR,0
MONEY,NN,0
IF,IN,0
ALGAE,NN,1
BLOOMS,NNS,0
CONTINUE,VBP,0
TO,TO,0
OVERWHELM,VB,0
THE,DT,0
LAKE,NN,0
.,.,0
THAT,DT,0
'S,VBZ,0
WHY,WRB,0
THE,DT,0
STATE,NN,0
'S,POS,0
IMMEDIATE,JJ,0
FOCUS,NN,0
IS,VBZ,0
ON,IN,0
CONVINCING,JJ,0
FARMERS,NNS,0
IN,IN,0
THE,DT,0
WESTERN,JJ,0
LAKE,NNP,0
ERIE,NNP,0
REGION,NN,0
TO,TO,0
COMMIT,VB,0
TO,IN,0
SOME,DT,0
CHANGES,NNS,0
.,.,0
"""",'',0
SAID,VBD,0
DOROTHY,NNP,0
PELANDA,NNP,0
OHIO,NNP,0
'S,POS,0
AGRICULTURE,NN,0
DIRECTOR,NN,0
.,.,0
THEY,PRP,0
'LL,MD,0
BEGIN,VB,0
FINDING,VBG,0
OUT,RP,0
IN,IN,0
FEBRUARY,NNP,0
HOW,WRB,0
THE,DT,0
STATE,NN,0
INTENDS,VBZ,0
TO,TO,0
DISTRIBUTE,VB,0
$,$,0
30,CD,0
MILLION,CD,0
WORTH,NN,0
OF,IN,0
INCENTIVES,NNS,0
AND,CC,0
WHAT,WP,0
THE,DT,0
MONEY,NN,0
WILL,MD,0
COVER,VB,0
.,.,0
THAT,DT,0
'S,VBZ,0
A,DT,0
BIG,JJ,0
CONCERN,NN,0
FOR,IN,0
THOSE,DT,0
WHO,WP,0
'VE,VB,0
BEEN,VBN,0
HURT,VBN,0
BY,IN,0
DEPRESSED,JJ,0
COMMODITY,NN,0
PRICES,NNS,0
THE,DT,0
TRADE,NN,0
WAR,NN,0
WITH,IN,0
CHINA,NNP,0
AND,CC,0
ONE,CD,0
OF,IN,0
THE,DT,0
RAINIEST,JJS,0
YEARS,NNS,0
IN,IN,0
MEMORY,NN,0
.,.,0
NATHAN,NNP,0
ECKEL,NNP,0
WHO,WP,0
RAISES,VBZ,0
CATTLE,NNS,0
AND,CC,0
FARMS,NNS,0
WITH,IN,0
HIS,PRP$,0
FAMILY,NN,0
JUST,RB,0
OUTSIDE,IN,0
TOLEDO,NNP,0
SAID,VBD,0
HE,PRP,0
AND,CC,0
MANY,JJ,0
NEIGHBORS,NNS,0
ALREADY,RB,0
ARE,VBP,0
DOING,VBG,0
SEVERAL,JJ,0
RECOMMENDED,VBN,0
PRACTICES,NNS,0
INCLUDING,VBG,0
PLANTING,VBG,0
COVER,NN,0
CROPS,NNS,0
AND,CC,0
VEGETATION,NN,0
ALONG,IN,0
STREAMS,NNS,0
AND,CC,0
MIXING,VBG,0
MANURE,NN,0
INTO,IN,0
THE,DT,0
GROUND,NN,0
.,.,0
"""","""",0
HE,PRP,0
SAID,VBD,0
.,.,0
ONE,CD,0
OF,IN,0
THE,DT,0
STATE,NN,0
'S,POS,0
SUGGESTIONS,NNS,0
FOR,IN,0
REDUCING,VBG,0
PHOSPHORUS,NN,0
RUNOFF,NN,0
IS,VBZ,0
TO,TO,0
INJECT,VB,0
FERTILIZER,NN,1
INTO,IN,0
FIELDS,NNS,0
INSTEAD,RB,0
OF,IN,0
ON,IN,0
TOP,NN,0
BUT,CC,0
THAT,DT,0
EQUIPMENT,NN,0
COSTS,NNS,0
CLOSE,JJ,0
TO,TO,0
$,$,0
.,.,0
"""","""",0
ECKEL,NNP,0
SAID,VBD,0
.,.,0
WHAT,WP,0
HOLDS,VBZ,0
BACK,RB,0
OTHERS,NNS,0
ARE,VBP,0
LINGERING,VBG,0
QUESTIONS,NNS,0
ABOUT,IN,0
WHETHER,IN,0
THE,DT,0
RECOMMENDED,VBN,0
STEPS,NNS,0
ARE,VBP,0
FEASIBLE,JJ,0
AND,CC,0
EFFECTIVE,JJ,0
SAID,VBD,0
ROBYN,NNP,0
WILSON,NNP,0
A,DT,0
BEHAVIORAL,JJ,0
RESEARCHER,NN,0
AT,IN,0
OHIO,NNP,0
STATE,NNP,0
UNIVERSITY,NNP,0
.,.,0
"""",'',0
SHE,PRP,0
SAID,VBD,0
.,.,0
"""",'',0
SURVEYS,NNS,0
HAVE,VBP,0
SHOWN,VBN,0
THAT,IN,0
WHILE,IN,0
UP,IN,0
TO,TO,0
20,CD,0
%,NN,0
MIGHT,MD,0
NOT,RB,0
BE,VB,0
WILLING,JJ,0
TO,TO,0
CHANGE,VB,0
A,DT,0
LARGER,JJR,0
SHARE,NN,0
ARE,VBP,0
OPEN,JJ,0
TO,IN,0
NEW,JJ,0
WAYS,NNS,0
BUT,CC,0
FACE,VBP,0
BARRIERS,NNS,0
MANY,JJ,0
OF,IN,0
THEM,PRP,0
FINANCIAL,JJ,0
.,.,0
"""","""",0
SHE,PRP,0
SAID,VBD,0
.,.,0
OHIO,NNP,0
'S,POS,0
GOVERNOR,NN,0
HAS,VBZ,0
SAID,VBN,0
OFFERING,VBG,0
INCENTIVES,NNS,0
IS,VBZ,0
THE,DT,0
KEY,NN,0
.,.,0
"""",'',0
SAID,VBD,0
DEWINE,NNP,0
WHO,WP,0
FIRST,RB,0
TALKED,VBD,0
ABOUT,IN,0
LONG,JJ,0
-,HYPH,0
TERM,NN,0
SOLUTIONS,NNS,0
JUST,RB,0
MONTHS,NNS,0
AFTER,IN,0
HE,PRP,0
TOOK,VBD,0
OFFICE,NN,0
A,DT,0
YEAR,NN,0
AGO,RB,0
.,.,0
STATES,NNS,0
THROUGHOUT,IN,0
THE,DT,0
U.S.,NNP,0
WILL,MD,0
BE,VB,0
MONITORING,VBG,0
OHIO,NNP,0
'S,POS,0
RESULTS,NNS,0
BECAUSE,IN,0
REDUCING,VBG,0
NUTRIENT,NN,0
POLLUTION,NN,0
FROM,IN,0
FARMS,NNS,0
HAS,VBZ,0
BEEN,VBN,0
A,DT,0
MUCH,RB,0
BIGGER,JJR,0
CHALLENGE,NN,0
THAN,IN,0
SLOWING,VBG,0
IT,PRP,0
FROM,IN,0
SEWAGE,NN,1
PLANTS,NNS,0
AND,CC,0
FACTORIES,NNS,0
SAID,VBD,0
DAN,NNP,0
OBENOUR,NNP,0
AN,DT,0
ENVIRONMENTAL,JJ,0
ENGINEER,NN,0
AT,IN,0
NORTH,NNP,0
CAROLINA,NNP,0
STATE,NNP,0
UNIVERSITY,NNP,0
.,.,0
ìIN,NNP,0
GENERAL,JJ,0
STATES,NNS,0
ARE,VBP,0
STILL,RB,0
TRYING,VBG,0
TO,TO,0
FIGURE,VB,0
IT,PRP,0
OUT,RP,0
î,NNP,0
OBENOUR,NNP,0
SAID,VBD,0
.,.,0
OHIO,NNP,0
'S,POS,0
LEADERS,NNS,0
HAVE,VBP,0
BEEN,VBN,0
UNDER,IN,0
PRESSURE,NN,0
TO,TO,0
FIX,VB,0
THE,DT,0
LAKE,NN,0
SINCE,IN,0
ALGAE,NN,1
TOXINS,NNS,1
IN,IN,0
2014,CD,0
LEFT,VBD,0
MORE,JJR,0
THAN,IN,0
PEOPLE,NNS,0
AROUND,IN,0
TOLEDO,NNP,0
UNABLE,JJ,0
TO,TO,0
DRINK,VB,0
THEIR,PRP$,0
TAP,NN,0
WATER,NN,0
.,.,0
STUDIES,NNS,0
BY,IN,0
HAVE,VBP,0
SHOWN,VBN,0
THAT,IN,0
ROUGHLY,RB,0
85,CD,0
%,NN,0
OF,IN,0
THE,DT,0
PHOSPHORUS,NN,1
GOING,VBG,0
INTO,IN,0
THE,DT,0
LAKE,NN,0
COMES,VBZ,0
FROM,IN,0
AGRICULTURE,NN,0
.,.,0
MANY,JJ,0
EXPERTS,NNS,0
THINK,VBP,0
THE,DT,0
ONLY,JJ,0
WAY,NN,0
TO,TO,0
REDUCE,VB,0
THAT,DT,0
IS,VBZ,0
TO,TO,0
ORDER,VB,0
AGRICULTURE,NN,0
TO,TO,0
MAKE,VB,0
CHANGES,NNS,0
INSTEAD,RB,0
OF,IN,0
RELYING,VBG,0
ON,IN,0
VOLUNTEERS,NNS,0
.,.,0
A,DT,0
FEDERAL,JJ,0
LAWSUIT,NN,0
THAT,WDT,0
COULD,MD,0
BE,VB,0
RULED,VBN,0
ON,IN,0
THIS,DT,0
YEAR,NN,0
IS,VBZ,0
SEEKING,VBG,0
TO,TO,0
FORCE,VB,0
OHIO,NNP,0
TO,TO,0
ADOPT,VB,0
ENFORCEABLE,JJ,0
REGULATORY,JJ,0
STANDARDS,NNS,0
.,.,0
THE,DT,0
STATE,NN,0
'S,POS,0
AGRICULTURE,NN,0
DIRECTOR,NN,0
SAID,VBD,0
THEY,PRP,0
'LL,MD,0
CONTINUE,VB,0
TO,TO,0
MOVE,VB,0
AHEAD,RB,0
WITH,IN,0
THEIR,PRP$,0
PLAN,NN,0
NOT,RB,0
KNOWING,VBG,0
WHAT,WP,0
WILL,MD,0
COME,VB,0
FROM,IN,0
THE,DT,0
COURTS,NNS,0
.,.,0
THERE,EX,0
'S,VBZ,0
A,DT,0
SENSE,NN,0
OF,IN,0
URGENCY,NN,0
BECAUSE,IN,0
OHIO,NNP,0
'S,POS,0
LEADERS,NNS,0
SAY,VBP,0
THEY,PRP,0
'RE,VBP,0
COMMITTED,VBN,0
TO,IN,0
STICKING,VBG,0
WITH,IN,0
THE,DT,0
PREVIOUS,JJ,0
ADMINISTRATION,NN,0
'S,POS,0
PROMISE,NN,0
TO,TO,0
CUT,VB,0
40,CD,0
%,NN,0
OF,IN,0
THE,DT,0
PHOSPHORUS,NN,1
FLOWING,VBG,0
INTO,IN,0
WESTERN,JJ,0
LAKE,NNP,0
ERIE,NNP,0
WITHIN,IN,0
THE,DT,0
NEXT,JJ,0
FIVE,CD,0
YEARS,NNS,0
.,.,0
IF,IN,0
THEY,PRP,0
FALL,VBP,0
SHORT,JJ,0
THE,DT,0
ONLY,JJ,0
CHOICE,NN,0
MAY,MD,0
BE,VB,0
TOUGHER,JJR,0
REGULATIONS,NNS,0
THAT,IN,0
FARMERS,NNS,0
HAVE,VBP,0
BEEN,VBN,0
TRYING,VBG,0
TO,TO,0
AVOID,VB,0
.,.,0
BUTTE,NN,0
MONT.,NNP,0
(,-LRB-,0
AP,NNP,0
),-RRB-,0
í,.,0
IT,PRP,0
WAS,VBD,0
AN,DT,0
UNUSUAL,JJ,0
AND,CC,0
UNFORTUNATE,JJ,0
CONFLUENCE,NN,0
OF,IN,0
EVENTS,NNS,0
:,:,0
A,DT,0
LARGER,JJR,0
-,HYPH,0
THAN,IN,0
-,HYPH,0
NORMAL,JJ,0
NUMBER,NN,0
OF,IN,0
GEESE,NNP,0
WAS,VBD,0
MAKING,VBG,0
A,DT,0
LATER,JJ,0
-,HYPH,0
THAN,IN,0
-,HYPH,0
NORMAL,JJ,0
MIGRATION,NN,0
OVER,IN,0
MONTANA,NNP,0
WHEN,WRB,0
A,DT,0
SNOWSTORM,NN,0
BLEW,VBD,0
IN,RB,0
AT,IN,0
THE,DT,0
WRONG,JJ,0
TIME,NN,0
AND,CC,0
SENT,VBD,0
THEM,PRP,0
SOARING,VBG,0
TO,IN,0
THE,DT,0
WRONG,JJ,0
PLACE,NN,0
.,.,0
THE,DT,0
THRONGS,NNS,0
OF,IN,0
WHITE,JJ,0
BIRDS,NNS,0
SPLASHED,VBD,0
DOWN,RP,0
IN,IN,0
A,DT,0
50,CD,0
BILLION,CD,0
-,HYPH,0
GALLON,NN,0
TOXIC,JJ,1
STEW,NN,1
IN,IN,0
A,DT,0
FORMER,JJ,0
COPPER,NN,1
MINE,NN,0
THAT,WDT,0
IS,VBZ,0
PART,NN,0
OF,IN,0
THE,DT,0
NATION,NN,0
'S,POS,0
LARGEST,JJS,0
SUPERFUND,NNP,0
SITE,NN,0
.,.,0
AT,RB,0
LEAST,JJS,0
DIED,VBD,0
.,.,0
RESIDENTS,NNS,0
OF,IN,0
THIS,DT,0
MINING,NN,0
CITY,NN,0
SAY,VBP,0
THE,DT,0
SNOW,NN,0
GOOSE,NN,0
DEATHS,NNS,0
THIS,DT,0
FALL,NN,0
WERE,VBD,0
A,DT,0
WAKE,VB,0
-,HYPH,0
UP,RP,0
CALL,NN,0
THAT,WDT,0
RAISES,VBZ,0
BROADER,JJR,0
QUESTIONS,NNS,0
ABOUT,IN,0
THE,DT,0
SITE,NN,0
.,.,0
THEY,PRP,0
WORRY,VBP,0
FEDERAL,JJ,0
REGULATORS,NNS,0
WO,MD,0
N'T,RB,0
READY,JJ,0
TO,TO,0
PREVENT,VB,0
THE,DT,0
HEAVILY,RB,0
ACIDIC,JJ,0
METAL,NN,0
-,HYPH,0
LADEN,JJ,0
WATER,NN,0
FROM,IN,0
CONTAMINATING,VBG,0
OTHER,JJ,0
WATERWAYS,NNS,0
AND,CC,0
BUTTE,NNP,0
'S,POS,0
GROUNDWATER,NN,0
AS,IN,0
THE,DT,0
PIT,NN,0
NEARS,VBZ,0
CAPACITY,NN,0
.,.,0
"""","""",0
WE,PRP,0
'RE,VBP,0
GOING,VBG,0
TO,TO,0
REALLY,RB,0
START,VB,0
DIGGING,VBG,0
INTO,IN,0
PILOT,NN,0
STUDIES,NNS,0
AND,CC,0
PERFORMANCE,NN,0
TESTING,NN,0
...,:,0
TO,TO,0
DETERMINE,VB,0
WHAT,WP,0
KIND,NN,0
OF,IN,0
UPGRADES,NNS,0
WHAT,WDT,0
KIND,NN,0
OF,IN,0
REDUNDANCIES,NNS,0
DO,VBP,0
WE,PRP,0
NEED,VB,0
"""","""",0
WELL,RB,0
OVERBLOWN,JJ,0
.,.,0
"""","""",0
WHEN,WRB,0
YOU,PRP,0
THINK,VBP,0
ABOUT,IN,0
THE,DT,0
BERKELEY,NNP,0
PIT,NN,0
WATER,NN,0
WHATEVER,WDT,0
FORM,NN,0
THAT,WDT,0
TAKES,VBZ,0
IT,PRP,0
'S,VBZ,0
GOING,VBG,0
TO,TO,0
HAVE,VB,0
TO,TO,0
GO,VB,0
THROUGH,IN,0
THIS,DT,0
ONE,CD,0
MILE,NN,0
"""","""",0
I,PRP,0
'M,VBP,0
VERY,RB,0
CONFIDENT,JJ,0
THAT,IN,0
WHATEVER,WDT,0
DISCHARGED,VBD,0
WATER,NN,0
HOWEVER,RB,0
IT,PRP,0
'S,VBZ,0
TREATED,VBN,0
WILL,MD,0
NOT,RB,0
BE,VB,0
ALLOWED,VBN,0
TO,TO,0
BE,VB,0
DISCHARGED,VBN,0
IF,IN,0
IT,PRP,0
AFFECTS,VBZ,0
SILVER,NNP,0
BOW,NNP,0
CREEK,NNP,0
"""","""",0
THAT,DT,0
'S,VBZ,0
A,DT,0
TOUGH,JJ,0
QUESTION,NN,0
"""","""",0
I,PRP,0
GUESS,VBP,0
SUPERFUND,NNP,0
IS,VBZ,0
GOING,VBG,0
TO,TO,0
BE,VB,0
THERE,RB,0
FOR,IN,0
A,DT,0
LONG,JJ,0
TIME,NN,0
.,.,0
"""","""",0
SAID,VBD,0
EGBERT,NNP,0
WESSELINK,NNP,0
THE,DT,0
FORMER,JJ,0
HEAD,NN,0
OF,IN,0
A,DT,0
EUROPEAN,JJ,0
COALITION,NN,0
OF,IN,0
MORE,JJR,0
THAN,IN,0
50,CD,0
NON,JJ,0
-,JJ,0
PROFIT,JJ,0
ORGANIZATIONS,NNS,0
FOCUSED,VBN,0
ON,IN,0
THE,DT,0
IMPACTS,NNS,0
OF,IN,0
THE,DT,0
COUNTRY,NN,0
'S,POS,0
OIL,NN,1
SECTOR,NN,0
.,.,0
"""","""",0
WE,PRP,0
'RE,VBP,0
LOSING,VBG,0
CHILDREN,NNS,0
"""","""",0
EXTREMELY,RB,0
HIGHî,JJ,0
LEVELS,NNS,0
OF,IN,0
HYDROCARBONS,NNS,1
--,:,0
CHEMICALS,NNS,0
SUCH,JJ,0
AS,IN,0
BENZENE,NN,1
THAT,WDT,0
MAKE,VBP,0
UP,RP,0
OIL,NN,1
AND,CC,0
NATURAL,JJ,1
GAS,NN,1
AND,CC,0
CAN,MD,0
CAUSE,VB,0
SERIOUS,JJ,0
HEALTH,NN,0
EFFECTS,NNS,0
.,.,0
IT,PRP,0
ALSO,RB,0
DOCUMENTED,VBD,0
650,CD,0
WASTE,NN,0
PITS,NNS,0
FILLED,VBN,0
WITH,IN,0
WATER,NN,0
CONTAMINATED,VBN,0
WITH,IN,0
ARSENIC,JJ,1
AND,CC,0
LEAD,JJ,1
AND,CC,0
MILLIONS,NNS,0
OF,IN,0
LITERS,NNS,0
OF,IN,0
WATER,NN,0
CONTAMINATED,VBN,0
WITH,IN,0
DRILLING,NN,1
CHEMICALS,NNS,1
SITTING,VBG,0
IN,IN,0
PONDS,NNS,0
.,.,0
SOUTH,NNP,0
SUDANíS,NNP,0
OIL,NN,1
MINISTRY,NN,0
INSTRUCTED,VBD,0
DAR,NNP,0
PETROLEUM,NNP,1
TO,TO,0
MOVE,VB,0
AHEAD,RB,0
WITH,IN,0
THE,DT,0
PROPOSED,VBN,0
CLEAN,NN,0
-,HYPH,0
UP,RP,0
ACCORDING,VBG,0
TO,IN,0
A,DT,0
DECEMBER,NNP,0
2018,CD,0
LETTER,NN,0
SEEN,VBN,0
BY,IN,0
THE,DT,0
AP,NNP,0
.,.,0
BUT,CC,0
DAR,NNP,0
PETROLEUM,NNP,1
í,VBZ,0
A,DT,0
CONSORTIUM,NN,0
THAT,WDT,0
INCLUDES,VBZ,0
CHINAíS,JJ,0
STATE,NN,0
-,HYPH,0
OWNED,VBN,0
CHINA,NNP,0
NATIONAL,NNP,0
PETROLEUM,NNP,1
AND,CC,0
SINOPEC,NNP,0
ALONG,IN,0
WITH,IN,0
COMPANIES,NNS,0
IN,IN,0
MALAYSIA,NNP,0
AND,CC,0
EGYPT,NNP,0
AND,CC,0
SOUTH,NNP,0
SUDANíS,NNP,0
STATE,NN,0
-,HYPH,0
OWNED,VBN,0
OIL,NN,1
COMPANY,NN,0
í,NNS,0
NEVER,RB,0
ACTED,VBD,0
ACCORDING,VBG,0
TO,IN,0
TWO,CD,0
PEOPLE,NNS,0
WITH,IN,0
CLOSE,JJ,0
KNOWLEDGE,NN,0
OF,IN,0
THE,DT,0
OIL,NN,1
OPERATIONS,NNS,0
IN,IN,0
THE,DT,0
AREA,NN,0
WHO,WP,0
DIDNíT,NNP,0
WANT,VBP,0
TO,TO,0
BE,VB,0
NAMED,VBN,0
FOR,IN,0
FEAR,NN,0
OF,IN,0
THEIR,PRP$,0
SAFETY,NN,0
.,.,0
AP,NNP,0
SENT,VBD,0
DETAILED,JJ,0
QUESTIONS,NNS,0
TO,IN,0
CHINA,NNP,0
NATIONAL,NNP,0
PETROLEUM,NNP,1
CORP.,NNP,0
AND,CC,0
SINOPEC,NNP,0
BUT,CC,0
NEITHER,DT,0
COMPANY,NN,0
RESPONDED,VBD,0
.,.,0
PUBLIC,SYM,0
HEALTH,NN,0
EMERGENCYí,NNP,0
THERE,EX,0
IS,VBZ,0
NO,DT,0
DEFINITIVE,JJ,0
PROOF,NN,0
THAT,IN,0
THE,DT,0
POLLUTION,NN,0
CAUSED,VBD,0
THE,DT,0
HEALTH,NN,0
PROBLEMS,NNS,0
.,.,0
SOUTH,NNP,0
SUDANíS,NNP,0
CRIPPLING,JJ,0
FIVE,CD,0
-,HYPH,0
YEAR,NN,0
CIVIL,JJ,0
WAR,NN,0
KILLED,VBD,0
ALMOST,RB,0
PEOPLE,NNS,0
DISPLACED,VBN,0
MILLIONS,NNS,0
AND,CC,0
PLUNGED,VBD,0
POCKETS,NNS,0
OF,IN,0
THE,DT,0
COUNTRY,NN,0
INTO,IN,0
FAMINE,NN,0
.,.,0
BUT,CC,0
RICK,NNP,0
STEINER,NNP,0
AN,DT,0
OIL,NN,1
POLLUTION,NN,0
ADVISER,NN,0
IN,IN,0
ALASKA,NNP,0
SAID,VBD,0
THERE,EX,0
IS,VBZ,0
SUBSTANTIAL,JJ,0
MEDICAL,JJ,0
LITERATURE,NN,0
LINKING,VBG,0
HYDROCARBON,NN,1
EXPOSURE,NN,0
WITH,IN,0
BIRTH,NN,0
DEFECTS,NNS,0
.,.,0
ìTHE,JJ,0
POLLUTION,NN,0
IS,VBZ,0
A,DT,0
PUBLIC,JJ,0
HEALTH,NN,0
AND,CC,0
ENVIRONMENTAL,JJ,0
EMERGENCY,NN,0
î,NNP,0
HE,PRP,0
SAID,VBD,0
.,.,0
SOUTH,NNP,0
SUDANíS,NNP,0
PETROLEUM,NN,1
MINISTER,NN,0
AWOW,NNP,0
DANIEL,NNP,0
CHUANG,NNP,0
SAID,VBD,0
UNTIL,IN,0
THERE,EX,0
'S,VBZ,0
SCIENTIFIC,JJ,0
EVIDENCE,NN,0
TYING,VBG,0
HEALTH,NN,0
PROBLEMS,NNS,0
TO,IN,0
OIL,NN,1
POLLUTION,NN,0
NO,DT,0
CONCLUSIONS,NNS,0
SHOULD,MD,0
BE,VB,0
DRAWN,VBN,0
.,.,0
IN,IN,0
JULY,NNP,0
2019,CD,0
THE,DT,0
GREATER,NNP,0
PIONEER,NNP,0
OPERATING,NNP,0
COMPANY,NNP,0
FLEW,VBD,0
BABY,NN,0
PING,NNP,0
AND,CC,0
HIS,PRP$,0
PARENTS,NNS,0
TO,IN,0
NAIROBI,NNP,0
KENYA,NNP,0
AND,CC,0
THEN,RB,0
TO,IN,0
BERLIN,NNP,0
FOR,IN,0
WHAT,WP,0
THEY,PRP,0
THOUGHT,VBD,0
WOULD,MD,0
BE,VB,0
MEDICAL,JJ,0
TREATMENT,NN,0
.,.,0
PINGíS,JJ,0
FATHER,NN,0
CORNELIUS,NNP,0
MAYAK,NNP,0
GEER,NNP,0
SAYS,VBZ,0
THE,DT,0
COMPANY,NN,0
TOLD,VBD,0
HIM,PRP,0
THAT,IN,0
THEY,PRP,0
WOULD,MD,0
FIRST,RB,0
DO,VB,0
TESTS,NNS,0
TO,TO,0
DETERMINE,VB,0
IF,IN,0
PINGíS,JJ,0
DEFORMITIES,NNS,0
WERE,VBD,0
TIED,VBN,0
TO,IN,0
OIL,NN,1
POLLUTION,NN,0
.,.,0
IF,IN,0
THEY,PRP,0
FOUND,VBD,0
A,DT,0
LINK,NN,0
GEER,NNP,0
SAYS,VBZ,0
THEY,PRP,0
TOLD,VBD,0
HIM,PRP,0
THEY,PRP,0
WOULD,MD,0
PAY,VB,0
FOR,IN,0
TREATMENT,NN,0
.,.,0
BUT,CC,0
THE,DT,0
FAMILY,NN,0
RETURNED,VBD,0
FROM,IN,0
BERLIN,NNP,0
LAST,JJ,0
MONTH,NN,0
AFTER,IN,0
LOADS,NNS,0
OF,IN,0
TESTS,NNS,0
BUT,CC,0
NO,DT,0
TREATMENT,NN,0
FOR,IN,0
THE,DT,0
BABY,NN,0
.,.,0
GEER,NNP,0
SAID,VBD,0
THE,DT,0
COMPANY,NN,0
TOLD,VBD,0
HIM,PRP,0
THE,DT,0
CHILDíS,NNP,0
PROBLEMS,NNS,0
WERE,VBD,0
GENETIC,JJ,0
AND,CC,0
NOT,RB,0
CAUSED,VBN,0
BY,IN,0
OIL,NN,1
POLLUTION,NN,0
.,.,0
BUT,CC,0
THEY,PRP,0
NEVER,RB,0
SHARED,VBD,0
ANY,DT,0
TEST,NN,0
RESULTS,NNS,0
WITH,IN,0
HIM,PRP,0
.,.,0
ìTHE,JJ,0
BABY,NN,0
STILL,RB,0
CRIES,VBZ,0
DAY,NN,0
AND,CC,0
NIGHT,NN,0
BECAUSE,IN,0
OF,IN,0
THE,DT,0
PAIN,NN,0
AND,CC,0
NOT,RB,0
FEELING,VBG,0
WELL,RB,0
î,NNP,0
HE,PRP,0
SAID,VBD,0
.,.,0
"""",'',0
NO,DT,0
ONE,NN,0
'S,VBZ,0
REALLY,RB,0
WATCHING,VBG,0
.,.,0
THE,DT,0
GOVERNMENT,NN,0
IS,VBZ,0
NEITHER,CC,0
WILLING,JJ,0
NOR,CC,0
ABLE,JJ,0
TO,TO,0
MONITOR,VB,0
AND,CC,0
ENFORCE,VB,0
ITS,PRP$,0
OWN,JJ,0
ENVIRONMENTAL,JJ,0
LAWS,NNS,0
