Words,POS,Tag
SIEGEL,NNP,0
TOWNSHIP,NNP,0
FIRE,NNP,0
DEPARTMENT,NNP,0
WHICH,WDT,0
BROUGHT,VBD,0
IN,RP,0
ADDITIONAL,JJ,0
BOOMS,NNS,0
AND,CC,0
PADS,NNS,0
TO,TO,0
HELP,VB,0
IN,IN,0
THE,DT,0
EFFORT,NN,0
.,.,0
THE,DT,0
DOW,NNP,0
CHEMICAL,NNP,0
CO.,NNP,0
WHICH,WDT,0
IS,VBZ,0
RESPONSIBLE,JJ,0
FOR,IN,0
THE,DT,0
DIOXIN,NN,1
AND,CC,0
FURAN,NN,0
CONTAMINATION,NN,0
AT,IN,0
THE,DT,0
SITE,NN,0
RECENTLY,RB,0
SIGNED,VBD,0
AN,DT,0
AGREEMENT,NN,0
WITH,IN,0
THE,DT,0
U.S.,NNP,0
ENVIRONMENTAL,NNP,0
PROTECTION,NNP,0
AGENCY,NNP,0
TO,TO,0
COMPLETE,VB,0
THE,DT,0
WORK,NN,0
.,.,0
THE,DT,0
ISLAND,NN,0
IS,VBZ,0
LOCATED,VBN,0
ABOUT,IN,0
17,CD,0
MILES,NNS,0
SOUTH,RB,0
OF,IN,0
THE,DT,0
CONFLUENCE,NN,0
OF,IN,0
THE,DT,0
TITTABAWASSEE,NNP,0
AND,CC,0
CHIPPEWA,NNP,0
RIVERS,NNS,0
.,.,0
IT,PRP,0
IS,VBZ,0
CONTAMINATED,VBN,0
WITH,IN,0
UP,IN,0
TO,TO,0
PARTS,NNS,0
PER,IN,0
TRILLION,CD,0
OF,IN,0
DIOXIN,JJ,1
TEQ,NNS,1
WHICH,WDT,0
IS,VBZ,0
A,DT,0
TOXIC,JJ,0
EQUIVALENCY,NN,0
MEASUREMENT,NN,0
.,.,0
THE,DT,0
EPA,NNP,0
SELECTED,VBD,0
A,DT,0
CLEANUP,NN,0
OPTION,NN,0
THAT,WDT,0
WILL,MD,0
REMOVE,VB,0
CONTAMINATED,JJ,0
SEDIMENT,NN,0
ABOVE,IN,0
THE,DT,0
WATER,NN,0
SURFACE,NN,0
WITH,IN,0
THE,DT,0
REMAINING,VBG,0
ISLAND,NN,0
SEDIMENT,NN,0
AND,CC,0
NEARBY,JJ,0
UNDERWATER,JJ,0
AREAS,NNS,0
BEING,VBG,0
CAPPED,VBN,0
.,.,0
THE,DT,0
EARLY,JJ,0
CLEANUP,NN,0
ACTION,NN,0
IS,VBZ,0
INTENDED,VBN,0
TO,TO,0
LIMIT,VB,0
CONTAMINATED,VBN,0
SEDIMENT,NN,0
FROM,IN,0
MOVING,VBG,0
DOWNSTREAM,RB,0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
EPA.THE,NNP,0
AGENCY,NN,0
HOSTED,VBD,0
A,DT,0
PUBLIC,JJ,0
HEARING,NN,0
TO,TO,0
GATHER,VB,0
INPUT,NN,0
ON,IN,0
THE,DT,0
PROPOSED,VBN,0
CLEANUP,NN,0
IN,IN,0
APRIL,NNP,0
AT,IN,0
SAGINAW,NNP,0
VALLEY,NNP,0
STATE,NNP,0
UNIVERSITY,NNP,0
.,.,0
AT,IN,0
THAT,DT,0
HEARING,NN,0
SOME,DT,0
RESIDENTS,NNS,0
SUGGESTED,VBD,0
THE,DT,0
PROJECT,NN,0
COULD,MD,0
BE,VB,0
A,DT,0
WASTE,NN,0
OF,IN,0
TIME,NN,0
SINCE,IN,0
HEAVY,JJ,0
EROSION,NN,0
IN,IN,0
RECENT,JJ,0
YEARS,NNS,0
HAS,VBZ,0
SHRUNK,VBN,0
THE,DT,0
ISLAND,NN,0
CONSIDERABLY,RB,0
.,.,0
THE,DT,0
EPA,NNP,0
SAID,VBD,0
THAT,IN,0
BASED,VBN,0
ON,IN,0
PUBLIC,JJ,0
COMMENT,NN,0
IT,PRP,0
MODIFIED,VBD,0
ITS,PRP$,0
PROPOSED,VBN,0
REMEDY,NN,0
TO,TO,0
INCLUDE,VB,0
A,DT,0
CONTINGENCY,NN,0
THAT,WDT,0
ALLOWS,VBZ,0
THE,DT,0
AGENCY,NN,0
TO,TO,0
ADJUST,VB,0
THE,DT,0
AMOUNT,NN,0
OF,IN,0
SEDIMENT,NN,0
REMOVED,VBN,0
AND,CC,0
THE,DT,0
AREAS,NNS,0
CAPPED,VBN,0
BASED,VBN,0
ON,IN,0
STUDIES,NNS,0
OF,IN,0
CURRENT,JJ,0
CONDITIONS,NNS,0
.,.,0
THE,DT,0
ESTIMATED,JJ,0
COST,NN,0
FOR,IN,0
THIS,DT,0
CLEANUP,NN,0
OPTION,NN,0
IS,VBZ,0
$,$,0
RELATED,VBN,0
NEWS,NN,0
THE,DT,0
NEXT,JJ,0
MEETING,NN,0
OF,IN,0
THE,DT,0
SAGINAW,NNP,0
-,HYPH,0
TITTABAWASSEE,NNP,0
RIVERS,NNPS,0
CONTAMINATION,NNP,0
COMMUNITY,NNP,0
ADVISORY,NNP,0
GROUP,NNP,0
IS,VBZ,0
PLANNED,VBN,0
FOR,IN,0
6,CD,0
TO,TO,0
9,CD,0
P.M.,NN,0
MONDAY,NNP,0
AT,IN,0
SVSU,NNP,0
'S,POS,0
CURTISS,NNP,0
HALL,NNP,0
.,.,0
THE,DT,0
GROUP,NN,0
MEETS,VBZ,0
MONTHLY,RB,0
TO,TO,0
DISCUSS,VB,0
ISSUES,NNS,0
RELATED,VBN,0
TO,IN,0
THE,DT,0
SUPERFUND,NNP,0
SITE,NN,0
AND,CC,0
ITS,PRP$,0
CLEANUP,NN,0
.,.,0
THE,DT,0
MEETINGS,NNS,0
ARE,VBP,0
OPEN,JJ,0
TO,IN,0
THE,DT,0
PUBLIC,NN,0
.,.,0
THE,DT,0
NEXT,JJ,0
STEPS,NNS,0
FOR,IN,0
CLEANING,VBG,0
UP,RP,0
THE,DT,0
BAY,NNP,0
AREA,NN,0
'S,POS,0
DIOXIN,NN,1
-,HYPH,0
CONTAMINATED,VBN,0
RIVERBANKS,NNS,0
WILL,MD,0
BE,VB,0
DISCUSSED,VBN,0
DURING,IN,0
A,DT,0
SAGINAW,NNP,0
-,HYPH,0
TITTABAWASSEE,NNP,0
RIVERS,NNPS,0
CONTAMINATION,NNP,0
COMMUNITY,NNP,0
ADVISORY,NNP,0
GROUP,NNP,0
MEETING,NN,0
AT,IN,0
6,CD,0
P.M.,NN,0
MONDAY,NNP,0
NOV.,NNP,0
20.GROUP,CD,0
MEMBERS,NNS,0
WILL,MD,0
GIVE,VB,0
AN,DT,0
OVERVIEW,NN,0
OF,IN,0
WORK,NN,0
COMPLETED,VBN,0
ON,IN,0
THE,DT,0
PROJECT,NN,0
DURING,IN,0
THE,DT,0
SUMMER,NN,0
AND,CC,0
TALK,VB,0
ABOUT,IN,0
MEETING,NN,0
DATES,NNS,0
FOR,IN,0
2018,CD,0
.,.,0
THE,DT,0
MONDAY,NNP,0
MEETING,NN,0
IS,VBZ,0
OPEN,JJ,0
TO,IN,0
THE,DT,0
PUBLIC,NN,0
AND,CC,0
WILL,MD,0
TAKE,VB,0
PLACE,NN,0
AT,IN,0
THE,DT,0
TITTABAWASSEE,NNP,0
TOWNSHIP,NNP,0
MEMORIAL,NNP,0
PARK,NNP,0
BUILDING,NNP,0
150,CD,0
PARK,NNP,0
ST.,NNP,0
IN,IN,0
FREELAND,NNP,0
.,.,0
THERE,EX,0
WILL,MD,0
ALSO,RB,0
BE,VB,0
A,DT,0
TIME,NN,0
FOR,IN,0
PUBLIC,JJ,0
QUESTIONS,NNS,0
AND,CC,0
COMMENTS,NNS,0
.,.,0
THE,DT,0
DOW,NNP,0
CHEMICAL,NNP,0
CO.,NNP,0
FACILITIES,NNS,0
IN,IN,0
MIDLAND,NNP,0
HAVE,VBP,0
CAUSED,VBN,0
CONTAMINATION,NN,0
ON,IN,0
AND,CC,0
OFF,IN,0
-,HYPH,0
SITE,NN,0
EXTENDING,VBG,0
MORE,JJR,0
THAN,IN,0
50,CD,0
MILES,NNS,0
DOWNSTREAM,JJ,0
THROUGH,IN,0
THE,DT,0
TITTABAWASSEE,NNP,0
AND,CC,0
SAGINAW,NNP,0
RIVERS,NNS,0
EXTENDING,VBG,0
TO,IN,0
SAGINAW,NNP,0
BAY,NNP,0
.,.,0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
ENVIRONMENTAL,NNP,0
PROTECTION,NNP,0
AGENCY,NNP,0
WEBSITE,NN,0
OVER,IN,0
THE,DT,0
COURSE,NN,0
OF,IN,0
OPERATIONS,NNS,0
DATING,VBG,0
BACK,RB,0
TO,IN,0
1897,CD,0
MORE,JJR,0
THAN,IN,0
DIFFERENT,JJ,0
ORGANIC,JJ,0
AND,CC,0
INORGANIC,JJ,0
CHEMICALS,NNS,0
WERE,VBD,0
PRODUCED,VBN,0
AT,IN,0
THE,DT,0
MIDLAND,NNP,0
PLANT,NNP,0
INCLUDING,VBG,0
DIOXINS,NNS,1
AND,CC,0
FURANS,NNS,1
.,.,0
RESIDENTS,NNS,0
OF,IN,0
THE,DT,0
DIOXIN,NN,1
-,HYPH,0
POLLUTED,JJ,0
TITTABAWASSEE,NNP,0
FLOOD,NN,0
PLAIN,JJ,0
ARE,VBP,0
WEARY,JJ,0
OF,IN,0
WAITING,VBG,0
FOR,IN,0
STATE,NN,0
AGENCIES,NNS,0
OR,CC,0
THE,DT,0
DOW,NNP,0
CHEMICAL,NNP,0
CO.,NNP,0
TO,TO,0
DO,VB,0
SOMETHING,NN,0
ABOUT,IN,0
THE,DT,0
CONTAMINATION,NN,0
.,.,0
TWENTY,CD,0
-,HYPH,0
SIX,CD,0
FILED,VBD,0
A,DT,0
CLASS,NN,0
-,HYPH,0
ACTION,NN,0
COMPLAINT,NN,0
AGAINST,IN,0
DOW,NNP,0
TUESDAY,NNP,0
IN,IN,0
SAGINAW,NNP,0
COUNTY,NNP,0
CIRCUIT,NNP,0
COURT,NNP,0
.,.,0
THE,DT,0
SUIT,NN,0
SEEKS,VBZ,0
TO,TO,0
REPRESENT,VB,0
ABOUT,IN,0
PEOPLE,NNS,0
WHO,WP,0
HAVE,VBP,0
LIVED,VBN,0
IN,IN,0
THE,DT,0
FLOOD,NN,0
PLAIN,RB,0
SINCE,IN,0
JANUARY,NNP,0
1984.PLAINTIFFS,NNS,0
BELIEVE,VBP,0
THAT,IN,0
THEIR,PRP$,0
PROPERTY,NN,0
HAS,VBZ,0
BEEN,VBN,0
DEVALUED,VBN,0
AND,CC,0
THEIR,PRP$,0
HEALTH,NN,0
PUT,VBN,0
AT,IN,0
RISK,NN,0
BY,IN,0
HISTORIC,JJ,0
DIOXIN,NN,1
DEPOSITED,VBN,0
BY,IN,0
DOW,NNP,0
INTO,IN,0
THE,DT,0
RIVER,NN,0
.,.,0
THEY,PRP,0
HOPE,VBP,0
A,DT,0
JURY,NN,0
WILL,MD,0
DECIDE,VB,0
THAT,IN,0
DOW,NNP,0
SHOULD,MD,0
PAY,VB,0
THE,DT,0
PRE,JJ,0
-,JJ,0
DIOXIN,JJ,1
-,HYPH,0
DISCOVERY,NN,0
VALUE,NN,0
OF,IN,0
THE,DT,0
PROPERTY,NN,0
PAY,VB,0
PUNITIVE,JJ,0
DAMAGES,NNS,0
AND,CC,0
SET,VB,0
UP,RP,0
A,DT,0
MEDICAL,JJ,0
MONITORING,NN,0
TRUST,NN,0
TO,TO,0
COVER,VB,0
FUTURE,JJ,0
DIAGNOSIS,NN,0
OF,IN,0
DIOXIN,JJ,1
POISONING,NN,0
AND,CC,0
TREATMENTS,NNS,0
FOR,IN,0
RESIDENTS,NNS,0
EXPOSED,VBN,0
TO,IN,0
THE,DT,0
DIOXIN,NN,1
.,.,0
"""",'',0
SAID,VBD,0
JAN,NNP,0
P.,NNP,0
HELDER,NNP,0
THE,DT,0
KANSAS,NNP,0
CITY,NNP,0
-,HYPH,0
BASED,VBN,0
ATTORNEY,NN,0
REPRESENTING,VBG,0
THE,DT,0
GROUP,NN,0
.,.,0
"""","""",0
IN,IN,0
2002,CD,0
FAMILIES,NNS,0
LIVING,VBG,0
ALONG,IN,0
THE,DT,0
TITTABAWASSEE,NNP,0
RIVER,NNP,0
AND,CC,0
ITS,PRP$,0
FLOOD,NN,0
PLAIN,NN,0
WERE,VBD,0
NOTIFIED,VBN,0
BY,IN,0
THE,DT,0
MICHIGAN,NNP,0
DEPARTMENT,NNP,0
OF,IN,0
ENVIRONMENTAL,NNP,0
QUALITY,NNP,0
THAT,IN,0
THE,DT,0
SOIL,NN,0
IN,IN,0
THEIR,PRP$,0
BACKYARDS,NNS,0
WAS,VBD,0
CONTAMINATED,VBN,0
WITH,IN,0
DIOXIN,NN,1
.,.,0
THE,DT,0
LAWSUIT,NN,0
CONTENDS,VBZ,0
THAT,IN,0
DOW,NNP,0
WAS,VBD,0
NEGLIGENT,JJ,0
IN,IN,0
ITS,PRP$,0
HANDLING,NN,0
AND,CC,0
DISPOSAL,NN,0
OF,IN,0
DIOXIN,NN,1
RESULTING,VBG,0
IN,IN,0
LEVELS,NNS,0
AS,RB,0
HIGH,JJ,0
AS,IN,0
PARTS,NNS,0
PER,IN,0
TRILLION,CD,0
.,.,0
THE,DT,0
STATE’S,JJ,0
RESIDENTIAL,JJ,0
CLEANUP,NN,0
STANDARD,NN,0
IS,VBZ,0
90,CD,0
PARTS,NNS,0
PER,IN,0
TRILLION,CD,0
.,.,0
THE,DT,0
DIOXIN,NN,1
HAS,VBZ,0
BEEN,VBN,0
TRACED,VBN,0
TO,IN,0
DOW,NNP,0
WASTE,NN,0
DISCHARGES,NNS,0
INTO,IN,0
THE,DT,0
RIVER,NN,0
BETWEEN,IN,0
1915,CD,0
AND,CC,0
1937.DOW,CD,0
HAS,VBZ,0
ACKNOWLEDGED,VBN,0
ITS,PRP$,0
RESPONSIBILITY,NN,0
FOR,IN,0
THE,DT,0
CONTAMINATION,NN,0
.,.,0
TWO,CD,0
STATE,NN,0
AGREEMENTS,NNS,0
ONE,CD,0
IN,IN,0
1985,CD,0
THAT,WDT,0
WAS,VBD,0
THE,DT,0
RESULT,NN,0
OF,IN,0
AN,DT,0
EXCHANGE,NN,0
FOR,IN,0
BUILDING,VBG,0
A,DT,0
BOAT,NN,0
LAUNCH,NN,0
AND,CC,0
ANOTHER,DT,0
IN,IN,0
1997,CD,0
DEEMED,VBD,0
DOW,NNP,0
RELEASED,VBD,0
FROM,IN,0
ALL,DT,0
CLAIMS,NNS,0
AND,CC,0
ACTION,NN,0
RELATED,VBN,0
TO,TO,0
DISCHARGE,NN,0
OF,IN,0
DIOXINS,NNS,1
INTO,IN,0
THE,DT,0
RIVER,NN,0
.,.,0
THE,DT,0
LAWSUIT,NN,0
ALLEGES,VBZ,0
THAT,IN,0
OIL,NN,0
DRILLERS,NNS,0
NEAR,IN,0
LAGO,NNP,0
AGRIO,NNP,0
FROM,IN,0
THE,DT,0
EARLY,JJ,0
1970S,NNS,0
UNTIL,IN,0
THE,DT,0
EARLY,JJ,0
1990S,NNS,0
TOOK,VBD,0
ADVANTAGE,NN,0
OF,IN,0
LAX,JJ,0
ECUADOREAN,JJ,0
ENVIRONMENTAL,JJ,0
STANDARDS,NNS,0
TO,TO,0
CUT,VB,0
COSTS,NNS,0
BY,IN,0
DUMPING,VBG,0
WASTEWATER,NN,1
INTO,IN,0
OPEN,JJ,0
PITS,NNS,0
.,.,0
"""",'',0
SAID,VBD,0
JOSEPH,NNP,0
KOHN,NNP,0
A,DT,0
PHILADELPHIA,NNP,0
-,HYPH,0
BASED,VBN,0
CLASS,NN,0
ACTION,NN,0
LAWYER,NN,0
WORKING,VBG,0
ON,IN,0
THE,DT,0
CASE,NN,0
.,.,0
BONIFAZ,NNP,0
SAID,VBD,0
THE,DT,0
OIL,NN,0
COMPANY,NN,0
LEFT,VBD,0
BEHIND,RB,0
SOME,DT,0
350,CD,0
PONDS,NNS,0
FULL,JJ,0
OF,IN,0
WATER,NN,0
CONTAMINATED,VBN,0
WITH,IN,0
OIL,NN,1
AND,CC,0
CANCER,NN,0
-,HYPH,0
CAUSING,VBG,0
CHEMICALS,NNS,0
SCATTERED,VBN,0
ACROSS,IN,0
A,DT,0
31,CD,0
MILE,NN,0
BY,IN,0
62,CD,0
MILE,NN,0
AREA,NN,0
.,.,0
MARIPAT,NNP,0
SEXTON,NNP,0
A,DT,0
CHEVRONTEXACO,NNP,0
SPOKESWOMAN,NN,0
IN,IN,0
HOUSTON,NNP,0
TEXAS,NNP,0
TOLD,VBD,0
THE,DT,0
ASSOCIATED,NNP,0
PRESS,NNP,0
THAT,IN,0
THE,DT,0
OIL,NN,0
COMPANY,NN,0
PAID,VBD,0
$,$,0
40,CD,0
MILLION,CD,0
IN,IN,0
A,DT,0
CLEAN,JJ,0
UP,RP,0
AGREEMENT,NN,0
THAT,WDT,0
THE,DT,0
ECUADOREAN,JJ,0
GOVERNMENT,NN,0
SIGNED,VBD,0
OFF,RP,0
ON,IN,0
IN,IN,0
"1998.""THE",CD,0
PLAINTIFFS,NNS,0
HAVE,VBP,0
YET,RB,0
TO,TO,0
PRESENT,VB,0
ANY,DT,0
CREDIBLE,JJ,0
SUBSTANTIATED,VBD,0
INDEPENDENT,JJ,0
EVIDENCE,NN,0
SUPPORTING,VBG,0
A,DT,0
CONNECTION,NN,0
BETWEEN,IN,0
TEXACO,NNP,0
OPERATIONS,NNS,0
_,NNP,0
WHICH,WDT,0
ENDED,VBD,0
OVER,IN,0
A,DT,0
DECADE,NN,0
AGO,RB,0
_,NNP,0
AND,CC,0
AN,DT,0
ALLEGED,JJ,0
NEGATIVE,JJ,0
IMPACT,NN,0
"""","""",0
I,PRP,0
DO,VB,0
N'T,RB,0
THINK,VB,0
THE,DT,0
ISSUE,NN,0
IS,VBZ,0
WHETHER,IN,0
OR,CC,0
NOT,RB,0
WE,PRP,0
CAN,MD,0
MAKE,VB,0
THE,DT,0
SECOND,JJ,0
CUT,NN,0
.,.,0
IT,PRP,0
'S,VBZ,0
ABOUT,IN,0
HOW,WRB,0
FINE,RB,0
WE,PRP,0
CAN,MD,0
MAKE,VB,0
IT,PRP,0
HOW,WRB,0
SMOOTH,JJ,0
WE,PRP,0
CAN,MD,0
MAKE,VB,0
IT,PRP,0
"""","""",0
TO,TO,0
FOLLOW,VB,0
THE,DT,0
FACTS,NNS,0
WHEREVER,WRB,0
THEY,PRP,0
LEAD,VBP,0
WITHOUT,IN,0
FEAR,NN,0
OR,CC,0
FAVOR,NN,0
.,.,0
"""","""",0
IT,PRP,0
IS,VBZ,0
AN,DT,0
ENGINEER,NN,0
'S,POS,0
NIGHTMARE,NN,0
"""","""",0
THEY,PRP,0
'RE,VBP,0
TRYING,VBG,0
TO,TO,0
FIT,VB,0
A,DT,0
21-INCH,CD,0
CAP,NN,0
OVER,IN,0
A,DT,0
20-INCH,CD,0
PIPE,NN,0
A,DT,0
MILE,NN,0
AWAY,RB,0
.,.,0
THAT,DT,0
'S,VBZ,0
JUST,RB,0
HORRENDOUSLY,RB,0
HARD,JJ,0
TO,TO,0
DO,VB,0
.,.,0
IT,PRP,0
'S,VBZ,0
NOT,RB,0
LIKE,IN,0
YOU,PRP,0
AND,CC,0
I,PRP,0
STANDING,VBG,0
ON,IN,0
THE,DT,0
GROUND,NN,0
PUSHING,NN,0
-,:,0
THEY,PRP,0
'RE,VBP,0
USING,VBG,0
LITTLE,JJ,0
ROBOTS,NNS,0
TO,TO,0
DO,VB,0
THIS,DT,0
.,.,0
HOOSICK,NNP,0
FALLS,NNP,0
RESIDENTS,NNS,0
WHOSE,WP$,0
WATER,NN,0
SUPPLY,NN,0
HAS,VBZ,0
BEEN,VBN,0
CONTAMINATED,VBN,0
PLAN,NN,0
TO,TO,0
HOLD,VB,0
A,DT,0
DEMONSTRATION,NN,0
IN,IN,0
ALBANY,NNP,0
TO,TO,0
CALL,VB,0
FOR,IN,0
A,DT,0
NEW,JJ,0
SOURCE,NN,0
OF,IN,0
CLEAN,JJ,0
DRINKING,NN,0
WATER,NN,0
.,.,0
ORGANIZERS,NNS,0
SAY,VBP,0
MANY,JJ,0
HOOSICK,NNP,0
FALLS,NNP,0
RESIDENTS,NNS,0
WILL,MD,0
BE,VB,0
JOINED,VBN,0
BY,IN,0
UNION,NN,0
MEMBERS,NNS,0
AND,CC,0
ENVIRONMENTAL,JJ,0
PROTECTION,NN,0
ADVOCATES,NNS,0
FOR,IN,0
FRIDAY,NNP,0
MORNING,NN,0
'S,POS,0
GATHERING,NN,0
OUTSIDE,IN,0
THE,DT,0
STATE,NN,0
SENATE,NNP,0
CHAMBER,NN,0
IN,IN,0
ALBANY,NNP,0
.,.,0
ALMOST,RB,0
TWO,CD,0
YEARS,NNS,0
AGO,RB,0
THE,DT,0
RESIDENTS,NNS,0
OF,IN,0
THE,DT,0
COMMUNITY,NN,0
NEAR,IN,0
THE,DT,0
VERMONT,NNP,0
BORDER,NN,0
LEARNED,VBD,0
THAT,IN,0
THEIR,PRP$,0
DRINKING,NN,0
WATER,NN,0
HAD,VBD,0
BEEN,VBN,0
TAINTED,VBN,0
BY,IN,0
PFOA,NNP,1
OR,CC,0
PERFLUOROOCTANOIC,NN,1
ACID,NN,0
.,.,0
THE,DT,0
CHEMICAL,NN,0
HAS,VBZ,0
BEEN,VBN,0
LINKED,VBN,0
TO,IN,0
CANCER,NN,0
AND,CC,0
THYROID,NN,0
DISEASE,NN,0
.,.,0
EARLIER,RBR,0
THIS,DT,0
WEEK,NN,0
VILLAGE,NN,0
OFFICIALS,NNS,0
VOTED,VBD,0
TO,TO,0
SUE,VB,0
TWO,CD,0
COMPANIES,NNS,0
FOR,IN,0
COSTS,NNS,0
RELATED,VBN,0
TO,IN,0
THE,DT,0
TAINTED,JJ,0
DRINKING,NN,0
WATER,NN,0
.,.,0
STATE,NN,0
AND,CC,0
FEDERAL,JJ,0
REGULATORS,NNS,0
ARE,VBP,0
HOLDING,VBG,0
THE,DT,0
COMPANIES,NNS,0
RESPONSIBLE,JJ,0
FOR,IN,0
PFOA,NNP,0
CONTAMINATION,NN,0
OF,IN,0
PUBLIC,JJ,0
AND,CC,0
PRIVATE,JJ,0
DRINKING,NN,0
WATER,NN,0
SOURCES,NNS,0
.,.,0
THE,DT,0
LAST,JJ,0
OF,IN,0
PCB,NN,1
-,HYPH,0
CONTAMINATED,VBN,0
MATERIAL,NN,0
HAS,VBZ,0
BEEN,VBN,0
REMOVED,VBN,0
FROM,IN,0
THE,DT,0
TOWN’S,NN,0
FILL,NN,0
PILE,NN,0
ON,IN,0
ONE,CD,0
ROD,NNP,0
HIGHWAY,NNP,0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
LATEST,JJS,0
UPDATE,NN,0
FROM,IN,0
OFFICIALS,NNS,0
.,.,0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
REPORT,NN,0
THE,DT,0
LAST,JJ,0
110,CD,0
TONS,NNS,0
WERE,VBD,0
REMOVED,VBN,0
AND,CC,0
SOIL,NN,0
SAMPLES,NNS,0
TAKEN,VBN,0
FROM,IN,0
THE,DT,0
“HOT,NNP,0
SPOT,NN,0
.,.,0
”THE,.,0
CONTAMINATED,VBN,0
FILL,NN,0
WAS,VBD,0
DISCOVERED,VBN,0
LAST,JJ,0
YEAR,NN,0
WHILE,IN,0
THE,DT,0
PILE,NN,0
OF,IN,0
CONSTRUCTION,NN,0
DEBRIS,NN,0
AND,CC,0
ROAD,NN,0
-,HYPH,0
CLEANING,NN,0
SPOILS,NNS,0
WAS,VBD,0
BEING,VBG,0
MANAGED,VBN,0
BY,IN,0
A,DT,0
PRIVATE,JJ,0
FIRM,NN,0
JULIAN,NNP,0
CONSTRUCTION,NNP,0
.,.,0
THE,DT,0
IDEA,NN,0
WAS,VBD,0
TO,TO,0
HAVE,VB,0
JULIAN,NNP,0
REDUCE,VB,0
THE,DT,0
SIZE,NN,0
OF,IN,0
THE,DT,0
PILE,NN,0
WHICH,WDT,0
HAS,VBZ,0
EXISTED,VBN,0
FOR,IN,0
SEVERAL,JJ,0
DECADES,NNS,0
.,.,0
INSTEAD,RB,0
THE,DT,0
PILE,NN,0
GREW,VBD,0
AND,CC,0
NEIGHBORS,NNS,0
BEGAN,VBD,0
TO,TO,0
COMPLAIN,VB,0
.,.,0
AN,DT,0
INSPECTOR,NN,0
HIRED,VBN,0
BY,IN,0
THE,DT,0
TOWN,NN,0
SPOTTED,VBD,0
A,DT,0
SUSPICIOUS,JJ,0
LOAD,NN,0
OF,IN,0
DEBRIS,NN,0
AND,CC,0
TESTING,NN,0
LATER,RB,0
SHOWED,VBD,0
THE,DT,0
EXISTENCE,NN,0
OF,IN,0
LOW,JJ,0
LEVELS,NNS,0
OF,IN,0
PCBS,NNS,1
AND,CC,0
LEAD,VB,1
ON,IN,0
A,DT,0
SMALL,JJ,0
PORTION,NN,0
.,.,0
THE,DT,0
FILL,NN,0
PILE,NN,0
WAS,VBD,0
SHUT,VBN,0
DOWN,RP,0
AND,CC,0
JULIAN’S,JJ,0
CONTRACT,NN,0
ENDED,VBD,0
.,.,0
THE,DT,0
REMEDIATION,NN,0
COSTS,NNS,0
HAVE,VBP,0
NOT,RB,0
EXCEEDED,VBN,0
THE,DT,0
$,$,0
BUDGETED,VBN,0
FOR,IN,0
THAT,DT,0
PURPOSE,NN,0
AND,CC,0
THE,DT,0
TOWN,NN,0
IS,VBZ,0
IN,IN,0
THE,DT,0
MIDST,NN,0
OF,IN,0
A,DT,0
COURT,NN,0
CASE,NN,0
WITH,IN,0
JULIAN,NNP,0
SEEKING,VBG,0
$,$,0
3,CD,0
MILLION,CD,0
FROM,IN,0
THE,DT,0
COMPANY,NN,0
.,.,0
JULIAN,NNP,0
HAS,VBZ,0
COUNTERSUED,VBN,0
CHARGING,VBG,0
THE,DT,0
TOWN,NN,0
WITH,IN,0
DEFAMATION,NN,0
.,.,0
A,DT,0
DESIGN,NN,0
FOR,IN,0
THE,DT,0
CAPPING,NN,0
OF,IN,0
THE,DT,0
PILE,NN,0
GROUNDWATER,NN,0
MONITORING,NN,0
WELLS,NNS,0
AND,CC,0
A,DT,0
GRADING,NN,0
PLAN,NN,0
IS,VBZ,0
IN,IN,0
THE,DT,0
PROCESS,NN,0
OF,IN,0
BEING,VBG,0
REVISED,VBN,0
.,.,0
THE,DT,0
TOWN,NN,0
IS,VBZ,0
EXPECTED,VBN,0
TO,TO,0
DEVELOP,VB,0
A,DT,0
FIVE,CD,0
-,HYPH,0
YEAR,NN,0
PLAN,NN,0
FOR,IN,0
THE,DT,0
FIRE,NN,0
TRAINING,NN,0
AREA,NN,0
THE,DT,0
MULCH,NN,0
YARD,NN,0
AND,CC,0
THE,DT,0
PUBLIC,NNP,0
WORKS,NNP,0
YARD,NN,0
ALL,RB,0
ON,IN,0
ONE,CD,0
ROD,NNP,0
HIGHWAY,NNP,0
.,.,0
A,DT,0
SPILL,NN,0
OF,IN,0
EITHER,DT,0
CRUDE,JJ,0
OIL,NN,0
OR,CC,0
DIESEL,NN,0
FUEL,NN,0
AT,IN,0
THE,DT,0
PORT,NNP,0
OF,IN,0
ALBANY,NNP,0
ON,IN,0
TUESDAY,NNP,0
DID,VBD,0
NOT,RB,0
POLLUTE,VB,0
THE,DT,0
HUDSON,NNP,0
RIVER,NNP,0
THE,DT,0
STATE,NN,0
DEPARTMENT,NNP,0
OF,IN,0
ENVIRONMENTAL,NNP,0
CONSERVATION,NNP,0
SAID,VBD,0
.,.,0
TWO,CD,0
WORKERS,NNS,0
AT,IN,0
THE,DT,0
GLOBAL,NNP,0
PARTNERS,NNP,0
OIL,NN,0
TERMINAL,NN,0
WHO,WP,0
HAD,VBD,0
BEEN,VBN,0
PUMPING,VBG,0
THE,DT,0
LIQUID,NN,0
FROM,IN,0
ONE,CD,0
