OFFICIAL,JJ,0
MEDICINE,NN,0
BELIEVES,VBZ,0
THERE,EX,0
IS,VBZ,0
NO,DT,0
CONNECTION,NN,0
BETWEEN,IN,0
THESE,DT,0
DISEASES,NNS,0
AND,CC,0
URANIUM,NN,1
POLLUTION,NN,0
",'',O
,THE,DT,O
,RUSSIAN,JJ,O
,SCIENTIST,NN,O
,EXPLAINED,VBD,O
Sentence: 10112,",``,0
BUT,CC,0
SCIENTIFIC,JJ,0
ARGUMENTS,NNS,0
PROVING,VBG,0
THE,DT,0
CONNECTION,NN,0
ARE,VBP,0
STEADILY,RB,0
INCREASING,VBG,0
.,.,0
",'',O
Sentence: 10113,AS,IN,O
,MAINSTREAM,JJ,O
,AMERICAN,JJ,O
,MEDIA,NNS,O
,HAVE,VBP,O
,BECOME,VBN,O
,INCREASINGLY,RB,O
,HOMOGENEOUS,JJ,O
,IN,IN,O
,TONE,NN,O
,AND,CC,O
,CONTENT,NN,O
Sentence: 10114,A,DT,O
,GROWING,VBG,O
,U.S.,NNP,O
,AUDIENCE,NN,O
,HAS,VBZ,O
,BEEN,VBN,O
,",``,0
SEEKING,VBG,0
AN,DT,0
ALTERNATIVE,NN,0
",'',O
,TO,IN,O
,THEIR,PRP$,O
,SAME,JJ,O
,-,HYPH,O
,SOUNDING,VBG,O
,FARE,NN,O
Sentence: 10115,ACCORDING,VBG,O
,TO,IN,O
,",``,0
FACED,VBN,0
WITH,IN,0
THE,DT,0
JINGOISM,NN,0
OF,IN,0
THE,DT,0
CABLE,NN,0
NEWS,NN,0
STATIONS,NNS,0
CNN,NNP,0
AND,CC,0
FOX,NNP,0
RABID,JJ,0
RIGHT,JJ,0
-,HYPH,0
WING,NN,0
VIEWS,NNS,0
ON,IN,0
TALK,NN,0
RADIO,NN,0
AND,CC,0
THE,DT,0
HESITANCY,NN,0
OF,IN,0
THE,DT,0
LIBERAL,NNP,0
PRINT,NN,0
MEDIA,NNS,0
TO,TO,0
CRITICIZE,VB,0
THE,DT,0
GOVERNMENT,NN,0
",'',O
,THE,DT,O
,NEWSPAPER,NN,O
,SAID,VBD,O
Sentence: 10118,",``,0
HITS,NNS,0
TO,IN,0
THE,DT,0
SIMILARLY,NNP,0
",'',O
,A,DT,O
,GLANCE,NN,O
,AT,IN,O
,U.S.,NNP,O
,TELEVISION,NN,O
,MAKES,VBZ,O
,IT,PRP,O
,OBVIOUS,JJ,O
,WHY,WRB,O
,PEOPLE,NNS,O
,ARE,VBP,O
,SEEKING,VBG,O
,AN,DT,O
,ALTERNATIVE,NN,O
Sentence: 10120,",'',0
AS,IN,0
QUOTED,VBN,0
IN,IN,0
THE,DT,0
",``,O
,AS,IN,O
,A,DT,O
,JOURNALIST,NN,O
Sentence: 10121,I,PRP,O
,FIND,VBP,O
,IT,PRP,O
,QUITE,RB,O
,STRANGE,JJ,O
,THAT,IN,O
,THERE,EX,O
,'S,VBZ,O
,NOT,RB,O
,MORE,JJR,O
,CRITICISM,NN,O
,OF,IN,O
,THE,DT,O
,BUSH,NNP,O
,ADMINISTRATION,NN,O
,IN,IN,O
,THE,DT,O
,AMERICAN,JJ,O
,MEDIA,NNS,O
Sentence: 10122,",'',0
DENNIS,NNP,0
SAID,VBD,0
.,.,0
",``,O
,THREE,CD,O
,OUT,IN,O
,OF,IN,O
,FOUR,CD,O
,FRENCH,JJ,O
,CITIZENS,NNS,O
,QUESTIONED,VBN,O
,IN,IN,O
,A,DT,O
,NEW,JJ,O
,",'',0
DESPITE,IN,0
CHIRAC,NNP,0
'S,POS,0
GLOW,NN,0
AT,IN,0
HOME,NN,0
RESPECTED,VBN,0
FRENCH,JJ,0
TV,NN,0
AND,CC,0
PRINT,NN,0
JOURNALIST,NN,0
",'',O
Sentence: 10126,I,PRP,O
,FOR,IN,O
,ONE,CD,O
,REGRET,NN,O
,THAT,WDT,O
,CHIRAC,NNP,O
,--,:,O
,THE,DT,O
,PRESIDENT,NN,O
,OF,IN,O
,A,DT,O
,COUNTRY,NN,O
,THAT,WDT,O
,PRIDES,VBZ,O
,ITSELF,PRP,O
,ON,IN,O
,HAVING,VBG,O
,INVENTED,VBN,O
,HUMAN,JJ,O
,RIGHTS,NNS,O
,AND,CC,O
,DELIVERING,VBG,O
,A,DT,O
,UNIVERSAL,JJ,O
,MESSAGE,NN,O
,--,:,O
,HAS,VBZ,O
,NOT,RB,O
,USED,VBN,O
,SUCH,JJ,O
,ARGUMENTS,NNS,O
,ON,IN,O
,BEHALF,NN,O
,OF,IN,O
,THE,DT,O
,IRAQI,JJ,O
,PEOPLE,NNS,O
Sentence: 10127,WHO,WP,O
,HAVE,VBP,O
,BEEN,VBN,O
,OPPRESSED,VBN,O
Sentence: 10128,MURDERED,VBN,O
,AND,CC,O
,IMPOVERISHED,VBN,O
,BY,IN,O
,A,DT,O
,BLOODY,JJ,O
,REGIME,NN,O
,OVER,IN,O
,THE,DT,O
,LAST,JJ,O
,THREE,CD,O
,DECADES,NNS,O
,AND,CC,O
,MORE,JJR,O
Sentence: 10129,",'',0
OCKRENT,NNP,0
ADDED,VBD,0
.,.,0
COULD,MD,0
FRANCE,NNP,0
'S,POS,0
POSITION,NN,0
STILL,RB,0
CHANGE,VBP,0
?,.,0
THAT,DT,0
WILL,MD,0
DEPEND,VB,0
ON,IN,0
HOW,WRB,0
THE,DT,0
WAR,NN,0
PLAYS,VBZ,0
OUT,RP,0
.,.,0
FOR,IN,0
EVEN,RB,0
AS,IN,0
U.S.,NNP,0
TROOPS,NNS,0
WERE,VBD,0
TAKING,VBG,0
THEIR,PRP$,0
POSITIONS,NNS,0
ALONG,IN,0
IRAQ,NNP,0
'S,POS,0
BORDERS,NNS,0
A,DT,0
FRENCH,JJ,0
FOREIGN,JJ,0
-,HYPH,0
MINISTRY,NN,0
SPOKESMAN,NN,0
MADE,VBD,0
IT,PRP,0
KNOWN,JJ,0
THAT,IN,0
",``,O
,IF,IN,O
,THERE,EX,O
,ARE,VBP,O
,PLACES,NNS,O
,IN,IN,O
,THE,DT,O
,POP,NN,O
,-,HYPH,O
,CULTURAL,JJ,O
,FIRMAMENT,NN,O
,WHERE,WRB,O
,SUCH,JJ,O
,DISPARATE,JJ,O
,PHENOMENA,NNS,O
,AS,IN,O
,AMERICAN,NNP,O
Sentence: 10134,WHO,WP,O
,KNEW,VBD,O
Sentence: 10135,FOR,IN,O
,EXAMPLE,NN,O
Sentence: 10136,THAT,IN,O
,THE,DT,O
,SAME,JJ,O
,--,:,O
,OR,CC,O
,ALMOST,RB,O
,THE,DT,O
,SAME,JJ,O
,--,:,O
,CUTE,JJ,O
Sentence: 10137,FUZZY,JJ,O
Sentence: 10138,MUPPET,NNP,O
,-,HYPH,O
,LIKE,JJ,O
,CREATURE,NN,O
,WOULD,MD,O
,BECOME,VB,O
,THE,DT,O
,MASCOT,NN,O
,OF,IN,O
,BOTH,CC,O
,NOW,RB,O
Sentence: 10139,IT,PRP,O
,TURNS,VBZ,O
,OUT,RP,O
Sentence: 10140,WKU,NNP,O
,'S,POS,O
,SPORTS,NNS,O
,TEAMS,NNS,O
,HAVE,VBP,O
,THEIR,PRP$,O
,",``,0
A,DT,0
FURRY,JJ,0
RED,JJ,0
BLOB,NN,0
WITH,IN,0
A,DT,0
BULBOUS,JJ,0
HEAD,NN,0
AND,CC,0
A,DT,0
DEEP,JJ,0
GASH,NN,0
OF,IN,0
A,DT,0
MOUTH,NN,0
BIG,NNP,0
RED,NNP,0
WAS,VBD,0
CREATED,VBN,0
BY,IN,0
A,DT,0
WKU,NNP,0
STUDENT,NN,0
IN,IN,0
1980,CD,0
AND,CC,0
ITS,PRP$,0
ITALIAN,JJ,0
COUNTERPART,NN,0
WEARS,VBZ,0
WHITE,NNP,0
CUFFS,NNS,0
A,DT,0
WHITE,JJ,0
SHIRTFRONT,NN,0
AND,CC,0
A,DT,0
BLACK,JJ,0
BOW,NN,0
TIE,NN,0
.,.,0
IL,NNP,0
GABIBBO,NNP,0
'S,POS,0
LEGAL,JJ,0
DEFENSE,NN,0
WILL,MD,0
BE,VB,0
BASED,VBN,0
ON,IN,0
THE,DT,0
ARGUMENT,NN,0
THAT,IN,0
UNLIKE,IN,0
HIS,PRP$,0
MUTE,NN,0
SPORTS,NNS,0
-,HYPH,0
MASCOT,NN,0
FOR,IN,0
BIG,NNP,0
RED,NNP,0
'S,POS,0
OWNERS,NNS,0
A,DT,0
COURT,NN,0
DECISION,NN,0
IS,VBZ,0
EXPECTED,VBN,0
SOON,RB,0
IN,IN,0
THE,DT,0
CASE,NN,0
OF,IN,0
THE,DT,0
DISPUTED,VBN,0
MASCOT,NN,0
.,.,0
THE,DT,0
LICENSEE,NN,0
WHO,WP,0
IS,VBZ,0
PRESSING,VBG,0
CHARGES,NNS,0
HAS,VBZ,0
SAID,VBN,0
HE,PRP,0
WILL,MD,0
GIVE,VB,0
ANY,DT,0
MONEY,NN,0
RECEIVED,VBN,0
AS,IN,0
A,DT,0
RESULT,NN,0
OF,IN,0
THE,DT,0
PROCEEDINGS,NNS,0
TO,IN,0
CHARITY,NN,0
.,.,0
VIOLET,NNP,0
BLUE,NNP,0
IS,VBZ,0
AUTHOR,NN,0
AND,CC,0
EDITOR,NN,0
OF,IN,0
OVER,IN,0
A,DT,0
DOZEN,NN,0
SEXUAL,JJ,0
HEALTH,NN,0
BOOKS,NNS,0
AND,CC,0
EROTICA,NN,0
COLLECTIONS,NNS,0
.,.,0
SHE,PRP,0
IS,VBZ,0
A,DT,0
PROFESSIONAL,JJ,0
SEX,NN,0
EDUCATOR,NN,0
LECTURER,NN,0
PODCASTER,NN,0
VIDEO,NN,0
BLOGGER,NN,0
PORN,NNP,0
/,SYM,0
EROTICA,NNP,0
REVIEWER,NNP,0
AND,CC,0
MACHINE,NN,0
ARTIST,NN,0
.,.,0
VIOLET,NNP,0
IS,VBZ,0
ALSO,RB,0
A,DT,0
FETISH,JJ,0
MODEL,NN,0
A,DT,0
MEMBER,NN,0
OF,IN,0
SURVIVAL,NNP,0
RESEARCH,NNP,0
LABS,NNPS,0
AN,DT,0
AUTHOR,NN,0
AT,IN,0
METROBLOGGING,NNP,0
SAN,NNP,0
FRANCISCO,NNP,0
;,:,0
GIRL,NN,0
FRIDAY,NNP,0
CONTRIBUTOR,NN,0
AT,IN,0
FLESHBOT,NNP,0
A,DT,0
SAN,NNP,0
FRANCISCO,NNP,0
NATIVE,NN,0
AND,CC,0
A,DT,0
PRO,JJ,0
BLOGGER,NN,0
.,.,0
FOR,IN,0
MORE,JJR,0
INFORMATION,NN,0
AND,CC,0
LINKS,NNS,0
TO,IN,0
WEB,NN,0
SITES,NNS,0
DISCUSSED,VBN,0
IN,IN,0
OPEN,NNP,0
SOURCE,NNP,0
SEX,NNP,0
GO,VB,0
TO,IN,0
VIOLET,NNP,0
BLUE,NNP,0
'S,POS,0
WEB,NN,0
SITE,NN,0
TINYNIBBLES.COM,ADD,0
.,.,0
CAPTION,NNP,0
CLOSE,NNP,0
SOMETIME,RB,0
LATE,JJ,0
THIS,DT,0
SUMMER,NN,0
THE,DT,0
VACANT,JJ,0
LOT,NN,0
ALONG,IN,0
A,DT,0
STRETCH,NN,0
OF,IN,0
THE,DT,0
POST,NNP,0
ROAD,NNP,0
IN,IN,0
THE,DT,0
PART,NN,0
OF,IN,0
FAIRFIELD,NNP,0
KNOWN,VBN,0
AS,IN,0
SASCO,NNP,0
HILL,NNP,0
WILL,MD,0
BECOME,VB,0
A,DT,0
BEEHIVE,NN,0
OF,IN,0
ACTIVITY,NN,0
AS,IN,0
THE,DT,0
MESSY,JJ,0
BUSINESS,NN,0
OF,IN,0
CLEANING,VBG,0
UP,RP,0
THE,DT,0
MILL,NNP,0
RIVER,NNP,0
FROM,IN,0
LEAD,JJ,1
DEPOSITS,NNS,0
BEGINS,VBZ,0
.,.,0
THIS,DT,0
IS,VBZ,0
THE,DT,0
LEAD,NN,1
THAT,WDT,0
WAS,VBD,0
LEFT,VBN,0
BEHIND,RB,0
BY,IN,0
EXIDE,NNP,0
CORP.,NNP,0
WHICH,WDT,0
MANUFACTURED,VBD,0
CAR,NN,0
BATTERIES,NNS,0
THERE,RB,0
BETWEEN,IN,0
1951,CD,0
AND,CC,0
1981,CD,0
AND,CC,0
LEFT,VBD,0
THE,DT,0
MILL,NNP,0
RIVER,NNP,0
POLLUTED,VBD,0
WITH,IN,0
TOXIC,JJ,1
SEDIMENT,NN,1
THAT,IN,0
THIS,DT,0
LATEST,JJS,0
CLEANUP,NN,0
PROJECT,NN,0
WILL,MD,0
ADDRESS,VB,0
IN,IN,0
EARNEST,JJ,0
TOWN,NN,0
AND,CC,0
COMPANY,NN,0
OFFICIALS,NNS,0
SAY,VBP,0
.,.,0
",``,O
,WE,PRP,O
,'LL,MD,O
,BE,VB,O
,USING,VBG,O
,STATE,NN,O
,-,HYPH,O
,OF,IN,O
,-,HYPH,O
,THE,DT,O
,-,HYPH,O
,ART,NN,O
,TECHNOLOGY,NN,O
Sentence: 10171,",'',0
SAID,VBD,0
IN,IN,0
A,DT,0
$,$,0
1,CD,0
MILLION,CD,0
1983,CD,0
CLEANUP,NN,0
ONLY,RB,0
ABOUT,RB,0
CUBIC,JJ,0
YARDS,NNS,0
WERE,VBD,0
REMOVED,VBN,0
FROM,IN,0
THE,DT,0
MILL,NNP,0
RIVER,NNP,0
;,:,0
THIS,DT,0
TIME,NN,0
AROUND,RB,0
IT,PRP,0
'S,VBZ,0
ANTICIPATED,VBN,0
THAT,IN,0
CUBIC,JJ,0
YARDS,NNS,0
WILL,MD,0
BE,VB,0
DREDGED,VBN,0
ENOUGH,JJ,0
TO,TO,0
FILL,VB,0
MORE,JJR,0
THAN,IN,0
LARGE,JJ,0
DUMP,NN,0
TRUCKS,NNS,0
.,.,0
THIS,DT,0
LATEST,JJS,0
CLEANUP,NN,0
WILL,MD,0
COST,VB,0
SEVERAL,JJ,0
MILLION,CD,0
DOLLARS,NNS,0
ACCORDING,VBG,0
TO,IN,0
AUTHORITIES,NNS,0
.,.,0
FOR,IN,0
THE,DT,0
FULL,JJ,0
STORY,NN,0
SUBSCRIBE,VB,0
ABOVE,RB,0
.,.,0
CAPTION,NNP,0
CLOSE,JJ,0
GREENWICH,NNP,0
í,NNS,0
OFFICIALS,NNS,0
ARE,VBP,0
WAITING,VBG,0
TO,TO,0
HEAR,VB,0
FROM,IN,0
THE,DT,0
STATE,NN,0
THE,DT,0
FIRM,NN,0
LANGAN,NNP,0
íS,NNS,0
TESTERS,NNS,0
SAID,VBD,0
THE,DT,0
ARSENIC,JJ,1
ALTHOUGH,IN,0
ABOVE,IN,0
STATE,NN,0
ACCEPTABLE,JJ,0
LEVELS,NNS,0
PRESENTED,VBD,0
NO,DT,0
RISK,NN,0
OF,IN,0
EXPOSURE,NN,0
BECAUSE,IN,0
THE,DT,0
SOIL,NN,0
IS,VBZ,0
UNDER,IN,0
GRASS,NN,0
AND,CC,0
SOD,NN,0
AND,CC,0
BECAUSE,IN,0
THE,DT,0
TEMPORARY,JJ,0
CLASSROOMS,NNS,0
WOULD,MD,0
HAVE,VB,0
A,DT,0
LAYER,NN,0
OF,IN,0
CONCRETE,NN,0
UNDER,IN,0
THEM,PRP,0
.,.,0
CHILDREN,NNS,0
LIVING,VBG,0
IN,IN,0
PRE-1950,NN,0
POORLY,RB,0
MAINTAINED,VBD,0
HOUSING,NN,0
OFTEN,RB,0
THE,DT,0
NORM,NN,0
IN,IN,0
LOW,JJ,0
-,HYPH,0
INCOME,NN,0
NEIGHBORHOODS,NNS,0
BEAR,VB,0
THE,DT,0
GREATEST,JJS,0
RISK,NN,0
OF,IN,0
LEAD,NN,1
POISONING,NN,0
.,.,0
THE,DT,0
U.S.,NNP,0
DEPARTMENT,NNP,0
OF,IN,0
HOUSING,NNP,0
AND,CC,0
URBAN,NNP,0
DEVELOPMENT,NNP,0
HAS,VBZ,0
ESTIMATED,VBN,0
THAT,IN,0
80,CD,0
PERCENT,NN,0
OF,IN,0
WEST,NNP,0
COAST,NNP,0
HOUSES,NNS,0
BUILT,VBN,0
BEFORE,IN,0
1978,CD,0
CONTAIN,NN,0
LEAD,NN,1
-,HYPH,0
BASED,VBN,0
PAINT,NN,0
.,.,0
HOMES,NNS,0
BUILT,VBN,0
BEFORE,IN,0
1950,CD,0
HAVE,VBP,0
A,DT,0
HIGHER,JJR,0
RISK,NN,0
BECAUSE,IN,0
THOSE,DT,0
PAINTS,NNS,0
CONTAINED,VBD,0
SUBSTANTIALLY,RB,0
MORE,JJR,0
LEAD,NN,1
.,.,0
DUST,NN,0
BOTH,CC,0
THE,DT,0
KIND,NN,0
CREATED,VBN,0
AS,IN,0
PAINT,NN,0
DETERIORATES,VBZ,0
OVER,IN,0
THE,DT,0
YEARS,NNS,0
AND,CC,0
THE,DT,0
KIND,NN,0
GENERATED,VBN,0
BY,IN,0
RENOVATION,NN,0
OR,CC,0
PAINT,NN,0
PREPARATION,NN,0
WORK,NN,0
IS,VBZ,0
THE,DT,0
MOST,RBS,0
COMMON,JJ,0
SOURCE,NN,0
OF,IN,0
LEAD,JJ,1
POISONING,NN,0
.,.,0
THIS,DT,0
LEAD,NN,1
-,HYPH,1
CONTAMINATED,VBN,1
DUST,NN,1
CAN,MD,0
SETTLE,VB,0
ON,IN,0
THE,DT,0
FLOOR,NN,0
OR,CC,0
SOIL,NN,0
WHERE,WRB,0
CHILDREN,NNS,0
PLAY,VBP,0
OR,CC,0
ON,IN,0
TOYS,NNS,0
AND,CC,0
OTHER,JJ,0
OBJECTS,NNS,0
TODDLERS,NNS,0
TEND,VBP,0
TO,TO,0
PUT,VB,0
IN,RP,0
THEIR,PRP$,0
MOUTH,NN,0
OR,CC,0
TOUCH,NN,0
PRIOR,RB,0
TO,IN,0
EATING,NN,0
.,.,0
CHILDREN,NNS,0
ALSO,RB,0
HAVE,VBP,0
BEEN,VBN,0
POISONED,VBN,0
BY,IN,0
THE,DT,0
DUST,NN,0
BROUGHT,VBD,0
HOME,RB,0
ON,IN,0
THEIR,PRP$,0
PARENT,NN,0
'S,POS,0
CONSTRUCTION,NN,0
WORK,NN,0
CLOTHES,NNS,0
AND,CC,0
SHOES,NNS,0
.,.,0
THE,DT,0
PROBLEM,NN,0
IS,VBZ,0
WIDESPREAD,JJ,0
;,:,0
A,DT,0
FEDERAL,JJ,0
NATIONAL,NNP,0
HEALTH,NNP,0
AND,CC,0
NUTRITION,NNP,0
EXAMINATION,NNP,0
SURVEY,NN,0
RELEASED,VBN,0
IN,IN,0
1994,CD,0
FOUND,VBD,0
THAT,IN,0
8.9,CD,0
PERCENT,NN,0
OF,IN,0
ALL,DT,0
CHILDREN,NNS,0
HAVE,VBP,0
ELEVATED,VBN,0
BLOOD,NN,0
LEAD,NN,1
LEVELS,NNS,0
.,.,0
THE,DT,0
CALIFORNIA,NNP,0
DEPARTMENT,NNP,0
OF,IN,0
HEALTH,NNP,0
SERVICES,NNPS,0
ESTIMATES,VBZ,0
THAT,IN,0
CHILDREN,NNS,0
IN,IN,0
CALIFORNIA,NNP,0
ARE,VBP,0
AFFECTED,VBN,0
BY,IN,0
LEAD,JJ,1
POISONING,NN,0
.,.,0
CHILDREN,NNS,0
AGES,VBZ,0
NINE,CD,0
MONTHS,NNS,0
TO,IN,0
FIVE,CD,0
YEARS,NNS,0
AND,CC,0
PREGNANT,JJ,0
WOMEN,NNS,0
ARE,VBP,0
ESPECIALLY,RB,0
VULNERABLE,JJ,0
TO,TO,0
LEAD,VB,1
POISONING,NN,0
WHICH,WDT,0
CAN,MD,0
CAUSE,VB,0
PERMANENT,JJ,0
LEARNING,NN,0
DISABILITIES,NNS,0
KIDNEY,NN,0
DAMAGE,NN,0
AND,CC,0
HEARING,NN,0
LOSS,NN,0
.,.,0
IT,PRP,0
CAN,MD,0
CAUSE,VB,0
ALL,DT,0
SORTS,NNS,0
OF,IN,0
MEDICAL,JJ,0
PROBLEMS,NNS,0
IN,IN,0
ADULTS,NNS,0
TOO,RB,0
INCLUDING,VBG,0
DECREASED,VBN,0
SEX,NN,0
DRIVE,NN,0
HEADACHE,NN,0
IRRITABILITY,NN,0
AND,CC,0
A,DT,0
HOST,NN,0
OF,IN,0
OTHER,JJ,0
SYMPTOMS.&LT,NNS,0
;,:,0
EXCITEMENT,NN,0
AT,IN,0
FRANTOIO,NNP,0
DURING,IN,0
ITS,PRP$,0
FIRST,JJ,0
PRESSING,VBG,0
SEASON,NN,0
IS,VBZ,0
RUNNING,VBG,0
HIGH,JJ,0
.,.,0
PEOPLE,NNS,0
FROM,IN,0
ALL,RB,0
OVER,IN,0
NORTHERN,NNP,0
CALIFORNIA,NNP,0
ARE,VBP,0
BRINGING,VBG,0
IN,RP,0
OLIVES,NNS,0
THEY,PRP,0
NEVER,RB,0
BOTHERED,VBD,0
TO,TO,0
HARVEST,VB,0
BEFORE,IN,0
-,HYPH,0
MANZANILLO,NNP,0
SEVILLANO,NNP,0
PICHOLINE,NN,0
MISSION,NN,0
-,:,0
TO,TO,0
SEE,VB,0
WHAT,WP,0
KIND,NN,0
OF,IN,0
OIL,NN,1
THEY,PRP,0
WILL,MD,0
MAKE,VB,0
.,.,0
FIRST,RB,0
THE,DT,0
CRATES,NNS,0
OF,IN,0
OLIVES,NNS,0
ARE,VBP,0
POURED,VBN,0
INTO,IN,0
A,DT,0
MACHINE,NN,0
THAT,WDT,0
WASHES,VBZ,0
THEM,PRP,0
IN,IN,0
WATER,NN,0
AND,CC,0
SHAKES,VBZ,0
AWAY,RB,0
THE,DT,0
LEAVES,NNS,0
.,.,0
THEN,RB,0
THE,DT,0
OLIVES,NNS,0
ARE,VBP,0
SLOWLY,RB,0
FED,VBN,0
INTO,IN,0
THE,DT,0
GRINDER,NN,0
TWO,CD,0
MASSIVE,JJ,0
GRANITE,NN,0
WHEELS,NNS,0
THAT,WDT,0
CRUSH,VBP,0
OLIVES,NNS,0
AND,CC,0
PITS,VBZ,0
INTO,IN,0
A,DT,0
ROUGH,JJ,0
PASTE,NN,0
.,.,0
THIS,DT,0
PASTE,NN,0
IS,VBZ,0
EVENLY,RB,0
SPREAD,VBN,0
BY,IN,0
HAND,NN,0
ONTO,IN,0
ROUND,JJ,0
MATS,NNS,0
AND,CC,0
STACKED,VBD,0
ON,IN,0
A,DT,0
SPINDLE,NN,0
BETWEEN,IN,0
STEEL,NN,0
PLATES,NNS,0
.,.,0
A,DT,0
WATER,NN,0
-,HYPH,0
DRIVEN,VBN,0
HYDRAULIC,JJ,0
PRESS,NN,0
GENTLY,RB,0
SQUEEZES,VBZ,0
OUT,RP,0
THE,DT,0
OIL,NN,1
AND,CC,0
THE,DT,0
WATER,NN,0
.,.,0
YOU,PRP,0
CAN,MD,0
SEE,VB,0
THE,DT,0
LIQUID,NN,0
SENSUOUSLY,RB,0
DRIPPING,VBG,0
OFF,RP,0
THE,DT,0
SIDES,NNS,0
AND,CC,0
BEING,VBG,0
CHANNELED,VBN,0
INTO,IN,0
A,DT,0
CENTRIFUGE,NN,0
WHICH,WDT,0
SENDS,VBZ,0
THE,DT,0
PURE,JJ,0
OIL,NN,1
INTO,IN,0
ONE,CD,0
BUCKET,NN,0
AND,CC,0
THE,DT,0
OLIVE,JJ,0
WATER,NN,0
INTO,IN,0
ANOTHER,DT,0
.,.,0
THIS,DT,0
IS,VBZ,0
THE,DT,0
MOMENT,NN,0
TO,TO,0
ASK,VB,0
IF,IN,0
YOU,PRP,0
CAN,MD,0
HAVE,VB,0
A,DT,0
TASTE,NN,0
FROM,IN,0
THAT,DT,0
GOLDEN,JJ,0
STREAM,NN,0
OF,IN,0
OIL,NN,1
.,.,0
IF,IN,0
THE,DT,0
OWNER,NN,0
OF,IN,0
THE,DT,0
OLIVES,NNS,0
BEING,VBG,0
PRESSED,VBN,0
GIVES,VBZ,0
THE,DT,0
NOD,NN,0
YOU,PRP,0
WILL,MD,0
BE,VB,0
ABLE,JJ,0
TO,TO,0
EXPERIENCE,VB,0
SOMETHING,NN,0
UNIQUE,JJ,0
:,:,0
A,DT,0
FOOD,NN,0
THAT,WDT,0
RADIATES,VBZ,0
RAW,JJ,0
ENERGY,NN,0
THAT,WDT,0
TASTES,VBZ,0
ALIVE,JJ,0
ON,IN,0
YOUR,PRP$,0
TONGUE,NN,0
.,.,0
SMELL,VB,0
THE,DT,0
BRAND,NN,0
NEW,JJ,0
OIL,NN,1
AND,CC,0
THEN,RB,0
SIP,VB,0
IT,PRP,0
FROM,IN,0
A,DT,0
SPOON,NN,0
NOISILY,RB,0
DRAWING,VBG,0
THE,DT,0
OIL,NN,0
THROUGH,IN,0
YOUR,PRP$,0
TEETH,NNS,0
WITH,IN,0
AIR,NN,0
THE,DT,0
WAY,NN,0
THE,DT,0
EXPERTS,NNS,0
DO,VBP,0
.,.,0
A,DT,0
MELANGE,NN,0
OF,IN,0
SENSATIONS,NNS,0
WILL,MD,0
HIT,VB,0
YOUR,PRP$,0
MOUTH,NN,0
STARTING,VBG,0
WITH,IN,0
THE,DT,0
FRUITINESS,NN,0
OF,IN,0
THE,DT,0
OLIVES,NNS,0
THEN,RB,0
THE,DT,0
SUBTLE,JJ,0
SMELL,NN,0
PERHAPS,RB,0
OF,IN,0
ALMONDS,NNS,0
OR,CC,0
APPLES,NNS,0
THEN,RB,0
THE,DT,0
BUTTERY,NN,0
UNCTUOUS,JJ,0
TEXTURE,NN,0
AND,CC,0
FINALLY,RB,0
A,DT,0
HOT,JJ,0
AND,CC,0
PEPPERY,JJ,0
JOLT,NN,0
.,.,0
DIP,NN,0
ONE,CD,0
OF,IN,0
THE,DT,0
ITALIAN,JJ,0
BREADS,NNS,0
ON,IN,0
THE,DT,0
TABLE,NN,0
INTO,IN,0
THE,DT,0
OIL,NN,0
FOR,IN,0
A,DT,0
MORE,RBR,0
INTEGRATED,JJ,0
PERSPECTIVE,NN,0
.,.,0
COMPARE,VB,0
THIS,DT,0
JUST,RB,0
-,HYPH,0
EXTRACTED,VBN,0
OIL,NN,0
TO,IN,0
SLIGHTLY,RB,0
OLDER,JJR,0
OILS,NNS,0
.,.,0
FRANTOIO,NNP,0
SETS,VBZ,0
ITS,PRP$,0
TABLES,NNS,0
WITH,IN,0
CRUETS,NNS,0
OF,IN,0
ITS,PRP$,0
OWN,JJ,0
NEW,JJ,0
PRESS,NN,0
OLIVE,NN,0
OIL,NN,0
CURRENTLY,RB,0
AN,DT,0
EXCELLENT,JJ,0
OIL,NN,0
FROM,IN,0
SEVILLANO,NNP,0
OLIVES,NNS,0
.,.,0
THE,DT,0
SEVILLANO,NN,0
PROBABLY,RB,0
WILL,MD,0
TASTE,VB,0
VERY,RB,0
DIFFERENT,JJ,0
FROM,IN,0
THE,DT,0
OIL,NN,0
JUST,RB,0
COMING,VBG,0
FROM,IN,0
THE,DT,0
PRESS,NN,0
.,.,0
YOU,PRP,0
'LL,MD,0
LEARN,VB,0
FIRSTHAND,RB,0
THAT,IN,0
EACH,DT,0
OIL,NN,0
HAS,VBZ,0
ITS,PRP$,0
OWN,JJ,0
CHARACTER,NN,0
WHICH,WDT,0
LIKE,IN,0
WINE,NN,0
IS,VBZ,0
DUE,JJ,0
TO,IN,0
GEOGRAPHY,NN,0
SOIL,NN,0
DIFFERENCES,NNS,0
THE,DT,0
AGE,NN,0
AND,CC,0
VARIETY,NN,0
OF,IN,0
THE,DT,0
TREES,NNS,0
AND,CC,0
THE,DT,0
BLEND,NN,0
OF,IN,0
OLIVES,NNS,0
THAT,WDT,0
GO,VBP,0
INTO,IN,0
THE,DT,0
PRESS,NN,0
.,.,0
BY,IN,0
THE,DT,0
END,NN,0
OF,IN,0
YOUR,PRP$,0
MEAL,NN,0
YOU,PRP,0
WILL,MD,0
HAVE,VB,0
