Sentence #,Word,POS,Tag
,RIGHT,RB,0
,NOW,RB,0
,OF,IN,0
,DOING,VBG,0
,AN,DT,0
,INVESTIGATION,NN,0
Sentence: 6338,”,NNP,0
,MILLER,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 6339,“THEY,``,0
,JUST,RB,0
,RECENTLY,RB,0
,COMPLETED,VBD,0
,SOME,DT,0
,SAMPLING,NN,0
,OUT,RP,0
,THERE,RB,0
Sentence: 6340,AND,CC,0
,WE,PRP,0
,GOT,VBD,0
,THE,DT,0
,PRELIMINARY,JJ,0
,RESULTS,NNS,0
Sentence: 6341,SO,RB,0
,THEY’RE,CD,0
,IN,IN,0
,THE,DT,0
,PROCESS,NN,0
,OF,IN,0
,PREPARING,VBG,0
,A,DT,0
,FOLLOW,VB,0
,-,HYPH,0
,UP,RP,0
,PLAN,NN,0
,TO,TO,0
,DO,VB,0
,SOME,DT,0
,MORE,JJR,0
,INVESTIGATION,NN,0
,OUT,RB,0
,THERE,RB,0
,TO,TO,0
,SEE,VB,0
,HOW,WRB,0
,FAR,RB,0
,THAT,DT,0
,PLUME,NN,0
,HAS,VBZ,0
,MOVED,VBN,0
,.,.,0
Sentence: 6342,”ACCORDING,VBG,0
,TO,IN,0
,THE,DT,0
,AGENCY,NNP,0
,FOR,IN,0
,TOXIC,NNP,0
,SUBSTANCES,NNPS,0
,AND,CC,0
,DISEASE,NNP,0
,REGISTRY,NNP,0
Sentence: 6344,IS,VBZ,0
,A,DT,0
,MANUFACTURED,VBN,0
,CHEMICAL,NN,0
,USED,VBN,0
,IN,IN,0
,THE,DT,0
,PRODUCTION,NN,0
,OF,IN,0
,VINYL,NN,1
,CHLORIDE,NN,1
,.,.,0
Sentence: 6345,THE,DT,0
,CHEMICALS,NNS,0
,ARE,VBP,0
,USED,VBN,0
,TO,TO,0
,MAKE,VB,0
,A,DT,0
,VARIETY,NN,0
,OF,IN,0
,PLASTIC,NN,0
,AND,CC,0
,VINYL,NN,0
,PRODUCTS,NNS,0
,INCLUDING,VBG,0
,POLYVINYL,NN,1
,CHLORIDE,NN,1
,(,-LRB-,0
,PVC,NNP,0
,),-RRB-,0
,PIPES,NNS,0
Sentence: 6346,FURNITURE,NN,0
,AND,CC,0
,AUTOMOBILE,NN,0
,UPHOLSTERY,NN,0
Sentence: 6347,WALL,NN,0
,COVERINGS,NNS,0
Sentence: 6348,HOUSE,NN,0
,WARES,NNS,0
Sentence: 6349,AND,CC,0
,AUTOMOBILE,NN,0
,PARTS,NNS,0
,.,.,0
Sentence: 6350,IT,PRP,0
,IS,VBZ,0
,ALSO,RB,0
,USED,VBN,0
,TO,IN,0
,AS,IN,0
,A,DT,0
,SOLVENT,NN,0
,AND,CC,0
,IS,VBZ,0
,ADDED,VBN,0
,TO,IN,0
,LEADED,VBN,0
,GASOLINE,NN,0
,TO,TO,0
,REMOVE,VB,0
,LEAD,NN,1
,.,.,0
Sentence: 6351,THE,DT,0
,DEPARTMENT,NNP,0
,OF,IN,0
,HEALTH,NNP,0
,AND,CC,0
,HUMAN,NNP,0
,SERVICES,NNPS,0
,(,-LRB-,0
,DHHS,NNP,0
,),-RRB-,0
,HAS,VBZ,0
,DETERMINED,VBN,0
,THAT,IN,0
Sentence: 6352,MAY,MD,0
,REASONABLY,RB,0
,BE,VB,0
,EXPECTED,VBN,0
,TO,TO,0
,CAUSE,VB,0
,CANCER,NN,0
,.,.,0
Sentence: 6353,THE,DT,0
,EPA,NNP,0
,HAS,VBZ,0
,DETERMINED,VBN,0
,THAT,IN,0
Sentence: 6354,IS,VBZ,0
,A,DT,0
,PROBABLE,JJ,0
,HUMAN,JJ,0
,CARCINOGEN,NN,0
,AND,CC,0
,THE,DT,0
,INTERNATIONAL,NNP,0
,AGENCY,NNP,0
,FOR,IN,0
,CANCER,NNP,0
,RESEARCH,NNP,0
Sentence: 6355,(,-LRB-,0
,IARC,NNP,0
,),-RRB-,0
,CONSIDERS,VBZ,0
,IT,PRP,0
,TO,TO,0
,BE,VB,0
,A,DT,0
,POSSIBLE,JJ,0
,HUMAN,JJ,0
,CARCINOGEN,NN,0
,.,.,0
Sentence: 6356,NERVOUS,JJ,0
,SYSTEM,NN,0
,DISORDERS,NNS,0
Sentence: 6357,LIVER,NN,0
,AND,CC,0
,KIDNEY,NN,0
,DISEASES,NNS,0
Sentence: 6358,AND,CC,0
,LUNG,NN,0
,EFFECTS,NNS,0
,HAVE,VBP,0
,BEEN,VBN,0
,REPORTED,VBN,0
,IN,IN,0
,HUMANS,NNS,0
,INGESTING,VBG,0
,OR,CC,0
,INHALING,VBG,0
,LARGE,JJ,0
,AMOUNTS,NNS,0
,OF,IN,0
Sentence: 6359,.,.,0
Sentence: 6360,THE,DT,0
,U.S.,NNP,0
,DEPARTMENT,NNP,0
,OF,IN,0
,HEALTH,NNP,0
,AND,CC,0
,HUMAN,NNP,0
,SERVICES,NNPS,0
,HAS,VBZ,0
,DETERMINED,VBN,0
,THAT,IN,0
,VINYL,NN,0
,CHLORIDE,NN,0
,IS,VBZ,0
,A,DT,0
,KNOWN,VBN,0
,CARCINOGEN,NN,0
,.,.,0
Sentence: 6361,STUDIES,NNS,0
,IN,IN,0
,WORKERS,NNS,0
,WHO,WP,0
,HAVE,VBP,0
,BREATHED,VBN,0
,VINYL,NN,1
,CHLORIDE,NN,1
,OVER,IN,0
,MANY,JJ,0
,YEARS,NNS,0
,SHOWED,VBD,0
,AN,DT,0
,INCREASED,VBN,0
,RISK,NN,0
,OF,IN,0
,LIVER,NN,0
Sentence: 6362,BRAIN,NN,0
Sentence: 6363,LUNG,NN,0
,CANCER,NN,0
Sentence: 6364,AND,CC,0
,SOME,DT,0
,CANCERS,NNS,0
,OF,IN,0
,THE,DT,0
,BLOOD,NN,0
,HAVE,VBP,0
,ALSO,RB,0
,BEEN,VBN,0
,OBSERVED,VBN,0
,IN,IN,0
,WORKERS,NNS,0
,.,.,0
Sentence: 6365,THE,DT,0
,ATSDR,NNP,0
,SAYS,VBZ,0
,THE,DT,0
,EFFECTS,NNS,0
,OF,IN,0
,DRINKING,VBG,0
,HIGH,JJ,0
,LEVELS,NNS,0
,OF,IN,0
,VINYL,NN,1
,CHLORIDE,NN,1
,ARE,VBP,0
,UNKNOWN,JJ,0
Sentence: 6366,BUT,CC,0
,IF,IN,0
,YOU,PRP,0
,SPILL,VBP,0
,VINYL,NN,1
,CHLORIDE,VB,1
,ON,IN,0
,YOUR,PRP$,0
,SKIN,NN,0
Sentence: 6367,IT,PRP,0
,WILL,MD,0
,CAUSE,VB,0
,NUMBNESS,NN,0
Sentence: 6368,REDNESS,NN,0
Sentence: 6369,AND,CC,0
,BLISTERS,NNS,0
,.,.,0
Sentence: 6370,MILLER,NNP,0
,SAID,VBD,0
,THAT,IN,0
,THE,DT,0
,LEVELS,NNS,0
,OF,IN,0
Sentence: 6371,FOUND,VBD,0
,EXCEED,VBP,0
,THE,DT,0
,MCL,NNP,0
,DRINKING,NN,0
,WATER,NN,0
,STANDARD,NN,0
,.,.,0
Sentence: 6372,“IT,NNP,0
,INITIALLY,RB,0
,EXCEEDED,VBD,0
,THE,DT,0
,MCL,NNP,0
,IN,IN,0
,ONE,CD,0
,WELL,NN,0
Sentence: 6373,WHICH,WDT,0
,IS,VBZ,0
,ON,IN,0
,-,HYPH,0
,SITE,NN,0
,IN,IN,0
,OCTOBER,NNP,0
,OF,IN,0
,2007,CD,0
Sentence: 6374,AND,CC,0
,IT’S,NNP,0
,BEEN,VBN,0
,INCREASING,VBG,0
,SINCE,IN,0
,THEN,RB,0
Sentence: 6375,”,NNP,0
,MILLER,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 6376,“THERE,NNP,0
,WERE,VBD,0
,SOME,DT,0
,INTERMITTENT,JJ,0
,SAMPLES,NNS,0
,THAT,WDT,0
,WERE,VBD,0
,NON,JJ,0
,-,JJ,0
,DETECT,JJ,0
Sentence: 6377,SO,RB,0
,IT’S,NNP,0
,BEEN,VBN,0
,FLUCTUATING,VBG,0
Sentence: 6378,BUT,CC,0
,OVERALL,RB,0
Sentence: 6379,IT’S,NNP,0
,BEEN,VBN,0
,INCREASING,VBG,0
,.,.,0
Sentence: 6380,”ACCORDING,VBG,0
,TO,IN,0
,ATSDR,NNP,0
Sentence: 6381,THE,DT,0
,EPA,NNP,0
,ALLOWS,VBZ,0
,0.005,CD,0
,MILLIGRAMS,NNS,0
,OF,IN,0
Sentence: 6382,PER,IN,0
,LITER,NN,0
,OF,IN,0
,DRINKING,NN,0
,WATER,NN,0
,(,-LRB-,0
Sentence: 6383,0.005,CD,0
,MG,NNP,0
,/,SYM,0
,L).VINYL,NNP,1
,CHLORIDE,NN,1
,IS,VBZ,0
,ALSO,RB,0
,REGULATED,VBN,0
,IN,IN,0
,DRINKING,NN,0
,WATER,NN,0
Sentence: 6384,FOOD,NN,0
Sentence: 6385,AND,CC,0
,AIR,NN,0
,.,.,0
Sentence: 6386,THE,DT,0
,EPA,NNP,0
,REQUIRES,VBZ,0
,THAT,IN,0
,THE,DT,0
,AMOUNT,NN,0
,OF,IN,0
,VINYL,NN,1
,CHLORIDE,NN,1
,IN,IN,0
,DRINKING,NN,0
,WATER,NN,0
,NOT,RB,0
,EXCEED,VB,0
,0.002,CD,0
,MILLIGRAMS,NNS,0
,PER,IN,0
,LITER,NN,0
,(,-LRB-,0
,MG,NNP,0
,/,SYM,0
,L,NNP,0
,),-RRB-,0
,OF,IN,0
,WATER,NN,0
,.,.,0
Sentence: 6387,MILLER,NNP,0
,SAID,VBD,0
,FIXING,VBG,0
,THE,DT,0
,PROBLEM,NN,0
,DEPENDS,VBZ,0
,ON,IN,0
,HOW,WRB,0
,FAR,RB,0
,IT’S,NNP,0
,GONE,VBN,0
,AND,CC,0
,WHAT,WP,0
,THE,DT,0
,FINAL,JJ,0
,CONCENTRATIONS,NNS,0
,ARE,VBP,0
,.,.,0
Sentence: 6388,“IT,NNP,0
,COULD,MD,0
,BE,VB,0
,AN,DT,0
,ACTIVE,JJ,0
,PUMP,NN,0
,AND,CC,0
,TREAT,NN,0
Sentence: 6389,”,NNP,0
,HE,PRP,0
,SAID,VBD,0
,.,.,0
Sentence: 6390,“IT,NNP,0
,COULD,MD,0
,BE,VB,0
,THIS,DT,0
,PROCESS,NN,0
,WE,PRP,0
,CALL,VBP,0
,A,DT,0
,MONITORED,VBN,0
,NATURAL,JJ,0
,ATTENUATION,NN,0
Sentence: 6391,WHICH,WDT,0
,BASICALLY,RB,0
,DEPENDS,VBZ,0
,ON,IN,0
,NATURAL,JJ,0
,PROCESSES,NNS,0
,.,.,0
Sentence: 6392,UNTIL,IN,0
,WE,PRP,0
,GET,VBP,0
,ALL,PDT,0
,THE,DT,0
,DATA,NNS,0
,IN,RP,0
Sentence: 6393,IT’S,NNP,0
,REALLY,RB,0
,TOO,RB,0
,EARLY,JJ,0
,TO,TO,0
,SAY,VB,0
,WHAT,WP,0
,THE,DT,0
,REMEDY,NN,0
,MIGHT,MD,0
,BE,VB,0
,.,.,0
Sentence: 6394,”SUPERFUND,NNP,0
,WAS,VBD,0
,CREATED,VBN,0
,BY,IN,0
,CONGRESS,NNP,0
,IN,IN,0
,1980,CD,0
,AFTER,IN,0
,WIDELY,RB,0
,PUBLICIZED,VBN,0
,TOXIC,JJ,0
,POLLUTION,NN,0
,AT,IN,0
,LOVE,NNP,0
,CANAL,NNP,0
,IN,IN,0
,NEW,NNP,0
,YORK,NNP,0
,.,.,0
Sentence: 6395,THE,DT,0
,PROGRAM,NN,0
,WAS,VBD,0
,DESIGNED,VBN,0
,TO,TO,0
,PROVIDE,VB,0
,FEDERAL,JJ,0
,FUNDING,NN,0
,FOR,IN,0
,TRACKING,VBG,0
,DOWN,RP,0
,POLLUTERS,NNS,0
,AND,CC,0
,HOLDING,VBG,0
,THEM,PRP,0
,FINANCIALLY,RB,0
,RESPONSIBLE,JJ,0
,.,.,0
Sentence: 6396,IF,IN,0
,THE,DT,0
,RESPONSIBLE,JJ,0
,PARTIES,NNS,0
,COULD,MD,0
,NOT,RB,0
,PAY,VB,0
,THE,DT,0
,SITE,NN,0
,WOULD,MD,0
,BE,VB,0
,CLEANED,VBN,0
,THROUGH,IN,0
,SUPERFUND,NNP,0
,RESOURCES,NNS,0
,.,.,0
Sentence: 6397,THE,DT,0
,EPA,NNP,0
,COMPLETED,VBD,0
,THE,DT,0
,THIRD,NNP,0
,FIVE,NNP,0
,-,HYPH,0
,YEAR,NNP,0
,REVIEW,NNP,0
,OF,IN,0
,THE,DT,0
,BRIO,NNP,0
,SITE,NN,0
,ON,IN,0
,APRIL,NNP,0
,25,CD,0
Sentence: 6398,2008.ACCORDING,VBG,0
,TO,IN,0
,EPA,NNP,0
,DOCUMENTS,NNS,0
,THE,DT,0
,REVIEW,NN,0
,FOUND,VBD,0
,THAT,IN,0
,THE,DT,0
,REMEDY,NN,0
,IN,IN,0
,PLACE,NN,0
,AT,IN,0
,THE,DT,0
,SITE,NN,0
,IS,VBZ,0
,CURRENTLY,RB,0
,PROTECTIVE,JJ,0
,OF,IN,0
,HUMAN,JJ,0
,HEALTH,NN,0
,AND,CC,0
,THE,DT,0
,ENVIRONMENT,NN,0
,.,.,0
Sentence: 6400,THE,DT,0
,BRIO,NNP,0
,SUPERFUND,NNP,0
,SITE,NN,0
,ON,IN,0
,DIXIE,NNP,0
,FARM,NNP,0
,ROAD,NNP,0
,IN,IN,0
,SOUTHERN,JJ,0
,HARRIS,NNP,0
,COUNTY,NNP,0
,IS,VBZ,0
,LEAKING,VBG,0
,CONTAMINANTS,NNS,0
Sentence: 6402,A,DT,0
,REPRESENTATIVE,NN,0
,WITH,IN,0
,THE,DT,0
,ENVIRONMENTAL,NNP,0
,PROTECTION,NNP,0
,AGENCY,NNP,0
,CONFIRMED,VBD,0
,TO,IN,0
,THE,DT,0
,JOURNAL,NNP,0
Sentence: 6403,THURSDAY,NNP,0
Sentence: 6404,JUNE,NNP,0
,3.EPA,NN,0
,SUPERFUND,NNP,0
,REMEDIAL,NNP,0
,PROJECT,NNP,0
,MANAGER,NNP,0
,GARY,NNP,0
,MILLER,NNP,0
,SAID,VBD,0
,THE,DT,0
,UNDERGROUND,JJ,0
,CONTAMINANT,JJ,0
,PLUME,NN,0
,IS,VBZ,0
,NOT,RB,0
,A,DT,0
,THREAT,NN,0
,TO,IN,0
,RESIDENTS,NNS,0
Sentence: 6405,BUT,CC,0
,ALSO,RB,0
,SAID,VBD,0
,FURTHER,JJ,0
,TESTING,NN,0
,IS,VBZ,0
,BEING,VBG,0
,DONE,VBN,0
,TO,TO,0
,DETERMINE,VB,0
,THE,DT,0
,EXTENT,NN,0
,OF,IN,0
,THE,DT,0
,CONTAMINATION,NN,0
,.,.,0
Sentence: 6406,“IT’S,PRP,0
Sentence: 6407,MY,PRP$,0
,UNDERSTANDING,NN,0
,THAT,IN,0
,THERE,RB,0
,AREN’T,NNP,0
,ANY,DT,0
,WATER,NN,0
,WELLS,NNS,0
,DOWN,RP,0
,IN,IN,0
,THAT,DT,0
,AREA,NN,0
,AND,CC,0
,OUR,PRP$,0
,SAMPLING,NN,0
,SO,RB,0
,FAR,RB,0
,HAS,VBZ,0
,JUST,RB,0
,BEEN,VBN,0
,ON,IN,0
,THE,DT,0
,SITE,NN,0
Sentence: 6409,”,NNP,0
,MILLER,NNP,0
,TOLD,VBD,0
,THE,DT,0
,JOURNAL,NNP,0
,.,.,0
Sentence: 6410,“BUT,``,0
,BASED,VBN,0
,ON,IN,0
,THAT,DT,0
Sentence: 6411,NOW,RB,0
Sentence: 6412,WE,PRP,0
,DON’T,VBP,0
,KNOW,VBP,0
,HOW,WRB,0
,FAR,RB,0
,IT’S,NNP,0
,GONE,VBN,0
,.,.,0
Sentence: 6413,THAT’S,JJ,0
,PART,NN,0
,OF,IN,0
,THE,DT,0
,INVESTIGATION,NN,0
,THAT’S,IN,0
,GOING,VBG,0
,TO,TO,0
,BE,VB,0
,DONE,VBN,0
,.,.,0
Sentence: 6414,INITIAL,JJ,0
,INDICATIONS,NNS,0
,ARE,VBP,0
,THAT,IN,0
,IT,PRP,0
,HADN’T,NNP,0
,MOVED,VBD,0
,VERY,RB,0
,FAR,RB,0
Sentence: 6415,VERY,RB,0
,FAST,RB,0
,.,.,0
Sentence: 6416,”,NNP,0
,MILLER,NNP,0
,SAID,VBD,0
,INITIAL,JJ,0
,TESTING,NN,0
,INDICATED,VBD,0
,THE,DT,0
,CHEMICALS,NNS,0
,FOUND,VBN,0
,ARE,VBP,0
Sentence: 6417,AND,CC,0
,VINYL,NNP,1
,CHLORIDE,NNP,1
,.,.,0
Sentence: 6418,THE,DT,0
,SAMPLES,NNS,0
,ARE,VBP,0
,FROM,IN,0
,WELLS,NNS,0
,50,CD,0
,OR,CC,0
,MORE,JJR,0
,FEET,NNS,0
,BELOW,IN,0
,THE,DT,0
,SURFACE,NN,0
,.,.,0
Sentence: 6419,“UP,VB,0
,UNTIL,IN,0
,FAIRLY,RB,0
,RECENTLY,RB,0
Sentence: 6420,THERE,RB,0
,WASN’T,NNP,0
,ANY,DT,0
,CONTAMINATION,NN,0
,DETECTED,VBD,0
,.,.,0
Sentence: 6421,AS,IN,0
,A,DT,0
,PART,NN,0
,OF,IN,0
,THE,DT,0
,REGULAR,JJ,0
,MONITORING,NN,0
Sentence: 6422,THEY,PRP,0
,STARTED,VBD,0
,GETTING,VBG,0
,DETECTIONS,NNS,0
,OF,IN,0
,THOSE,DT,0
,CHEMICALS,NNS,0
,IN,IN,0
,THE,DT,0
,DEEPER,JJR,0
,MONITORING,NN,0
,WELLS,NNS,0
,.,.,0
Sentence: 6423,SO,RB,0
,WHAT’S,NNP,0
,BEEN,VBD,0
,HAPPENING,VBG,0
,OUT,RP,0
Sentence: 6424,THERE,EX,0
,IS,VBZ,0
,A,DT,0
,FOLLOW,VB,0
,-,HYPH,0
,ON,RP,0
,INVESTIGATION,NN,0
,TO,TO,0
,TRY,VB,0
,TO,TO,0
,CHARACTERIZE,VB,0
,THAT,DT,0
,AND,CC,0
,SEE,VB,0
,WHERE,WRB,0
,IT’S,NNP,0
,GOING,VBG,0
,AND,CC,0
,WHAT,WP,0
,IT’S,NNP,0
,DOING,VBG,0
Sentence: 6425,”,NNP,0
,MILLER,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 6426,THE,DT,0
,58-ACRE,CD,0
,BRIO,NNP,0
,SITE,NN,0
Sentence: 6427,LOCATED,VBN,0
,AT,IN,0
,2501,CD,0
,DIXIE,NNP,0
,FARM,NNP,0
,AND,CC,0
,BEAMER,NNP,0
,ROAD,NNP,0
Sentence: 6428,WAS,VBD,0
,DECLARED,VBN,0
,A,DT,0
,FEDERAL,JJ,0
,SUPERFUND,NNP,0
,SITE,NN,0
,AS,IN,0
,THE,DT,0
,RESULT,NN,0
,OF,IN,0
,A,DT,0
,$,$,0
,207,CD,0
,MILLION,CD,0
,COURT,NN,0
,SETTLEMENT,NN,0
,FOR,IN,0
,A,DT,0
,1992,CD,0
,TOXIC,JJ,0
,WASTE,NN,0
,CASE,NN,0
,.,.,0
Sentence: 6429,THE,DT,0
,CASE,NN,0
,DREW,VBD,0
,NATIONAL,JJ,0
,ATTENTION,NN,0
,AND,CC,0
,NECESSITATED,VBD,0
,THE,DT,0
,DEMOLITION,NN,0
,OF,IN,0
,AN,DT,0
,ADJACENT,JJ,0
,ELEMENTARY,JJ,0
,SCHOOL,NN,0
,AND,CC,0
,THE,DT,0
,670-HOME,CD,0
,SOUTHBEND,NNP,0
,SUBDIVISION,NN,0
Sentence: 6430,FORCING,VBG,0
,THE,DT,0
,RELOCATION,NN,0
,OF,IN,0
,THOUSANDS,NNS,0
,OF,IN,0
,RESIDENTS,NNS,0
,.,.,0
Sentence: 6431,BRIO,NNP,0
,WAS,VBD,0
,OPERATED,VBN,0
,AS,IN,0
,AN,DT,0
,INDUSTRIAL,JJ,0
,FACILITY,NN,0
,FROM,IN,0
,THE,DT,0
,LATE,JJ,0
,1950S,NNS,0
,THROUGH,IN,0
,1982,CD,0
,.,.,0
Sentence: 6432,DURING,IN,0
,THAT,DT,0
,SPAN,NN,0
,THE,DT,0
,SITE,NN,0
,WAS,VBD,0
,USED,VBN,0
,FOR,IN,0
,COPPER,NN,0
,CATALYST,NN,0
,REGENERATION,NN,0
Sentence: 6433,OIL,NN,0
,BLENDING,NN,0
,AND,CC,0
,REFINING,NN,0
Sentence: 6434,AND,CC,0
,HYDROCARBON,NN,0
,CRACKING,VBG,0
,.,.,0
Sentence: 6435,ACCORDING,VBG,0
,TO,IN,0
,ENVIRONMENTAL,NNP,0
,PROTECTION,NNP,0
,AGENCY,NNP,0
,DOCUMENTS,NNS,0
Sentence: 6436,PREVIOUS,JJ,0
,OWNERS,NNS,0
,OR,CC,0
,OPERATORS,NNS,0
,OF,IN,0
,THE,DT,0
,FACILITY,NN,0
,INCLUDED,VBD,0
,HARD,NNP,0
,LOWE,NNP,0
,CHEMICAL,NNP,0
Sentence: 6437,LOWE,NNP,0
,CHEMICAL,NNP,0
Sentence: 6438,PHOENIX,NNP,0
,CHEMICAL,NNP,0
Sentence: 6439,JOC,NNP,0
,OIL,NNP,0
,AROMATICS,NNPS,0
Sentence: 6440,AND,CC,0
,FRIENDSWOOD,NNP,0
,REFINING,NNP,0
,.,.,0
Sentence: 6441,THE,DT,0
,SITE,NN,0
,WAS,VBD,0
,ALSO,RB,0
,AT,IN,0
,ONE,CD,0
,TIME,NN,0
,THE,DT,0
,HOME,NN,0
,OF,IN,0
,WASTE,NN,0
,DISPOSAL,NN,0
,PLANTS,NNS,0
,.,.,0
Sentence: 6442,INSPECTIONS,NNS,0
,BY,IN,0
,THE,DT,0
,EPA,NNP,0
,DURING,IN,0
,THE,DT,0
,1980S,NNS,0
,INDICATED,VBD,0
,THAT,IN,0
,SHALLOW,JJ,0
,GROUND,NN,0
,WATER,NN,0
,WAS,VBD,0
,POTENTIALLY,RB,0
,CONTAMINATED,VBN,0
,WITH,IN,0
,COPPER,NN,1
Sentence: 6443,VINYL,NN,1
,CHLORIDE,NN,1
Sentence: 6444,FLUORENE,NN,1
Sentence: 6445,STYRENE,NN,1
Sentence: 6446,AND,CC,0
,ETHYLBENZENE,NNP,1
,.,.,0
Sentence: 6447,IN,IN,0
,1984,CD,0
,THE,DT,0
,EPA,NNP,0
,DETECTED,VBD,0
,TOLUENE,NN,1
Sentence: 6448,BENZENE,NN,1
Sentence: 6449,AND,CC,0
,OTHER,JJ,0
,CHEMICALS,NNS,0
,IN,IN,0
,THE,DT,0
,AIR,NN,0
,.,.,0
Sentence: 6450,RESIDUES,NNS,0
,OF,IN,0
,CONTAMINANTS,NNS,0
,SUCH,JJ,0
,AS,IN,0
,XYLENE,NNP,1
Sentence: 6451,DICHLOROETHENE,NNP,1
Sentence: 6452,VINYL,NN,1
,CHLORIDE,NN,1
,AND,CC,0
,TRICHLOROETHANE,NNP,1
,WERE,VBD,0
,ALSO,RB,0
,DETECTED,VBN,0
Sentence: 6453,FACTORS,NNS,0
,NEARBY,JJ,0
,RESIDENTS,NNS,0
,BLAMED,VBN,0
,FOR,IN,0
,A,DT,0
,NUMBER,NN,0
,OF,IN,0
,BIRTH,NN,0
,DEFECTS,NNS,0
,AND,CC,0
,OTHER,JJ,0
,HEALTH,NN,0
,PROBLEMS,NNS,0
,.,.,0
Sentence: 6454,“THE,JJ,0
,SITE,NN,0
Sentence: 6455,RESPONSIBLE,JJ,0
,PARTIES,NNS,0
,OR,CC,0
,RESPONDENTS,NNS,0
,ARE,VBP,0
,IN,IN,0
,THE,DT,0
,PROCESS,NN,0
,RIGHT,RB,0
,NOW,RB,0
,OF,IN,0
,DOING,VBG,0
,AN,DT,0
,INVESTIGATION,NN,0
Sentence: 6456,”,NNP,0
,MILLER,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 6457,“THEY,``,0
,JUST,RB,0
,RECENTLY,RB,0
,COMPLETED,VBD,0
,SOME,DT,0
,SAMPLING,NN,0
,OUT,RP,0
,THERE,RB,0
Sentence: 6458,AND,CC,0
,WE,PRP,0
,GOT,VBD,0
,THE,DT,0
,PRELIMINARY,JJ,0
,RESULTS,NNS,0
Sentence: 6459,SO,RB,0
,THEY’RE,CD,0
,IN,IN,0
,THE,DT,0
,PROCESS,NN,0
,OF,IN,0
,PREPARING,VBG,0
,A,DT,0
,FOLLOW,VB,0
,-,HYPH,0
,UP,RP,0
,PLAN,NN,0
,TO,TO,0
,DO,VB,0
,SOME,DT,0
,MORE,JJR,0
,INVESTIGATION,NN,0
,OUT,RB,0
,THERE,RB,0
,TO,TO,0
,SEE,VB,0
,HOW,WRB,0
,FAR,RB,0
,THAT,DT,0
,PLUME,NN,0
,HAS,VBZ,0
,MOVED,VBN,0
,.,.,0
Sentence: 6460,”ACCORDING,VBG,0
,TO,IN,0
,THE,DT,0
,AGENCY,NNP,0
,FOR,IN,0
,TOXIC,NNP,0
,SUBSTANCES,NNPS,0
,AND,CC,0
,DISEASE,NNP,0
,REGISTRY,NNP,0
Sentence: 6462,IS,VBZ,0
,A,DT,0
,MANUFACTURED,VBN,0
,CHEMICAL,NN,0
,USED,VBN,0
,IN,IN,0
,THE,DT,0
,PRODUCTION,NN,0
,OF,IN,0
,VINYL,NN,1
,CHLORIDE,NN,1
,.,.,0
Sentence: 6463,THE,DT,0
,CHEMICALS,NNS,0
,ARE,VBP,0
,USED,VBN,0
,TO,TO,0
,MAKE,VB,0
,A,DT,0
,VARIETY,NN,0
,OF,IN,0
,PLASTIC,NN,0
,AND,CC,0
,VINYL,NN,0
,PRODUCTS,NNS,0
,INCLUDING,VBG,0
,POLYVINYL,NN,1
,CHLORIDE,NN,1
,(,-LRB-,0
,PVC,NNP,0
,),-RRB-,0
,PIPES,NNS,0
Sentence: 6464,FURNITURE,NN,0
,AND,CC,0
,AUTOMOBILE,NN,0
,UPHOLSTERY,NN,0
Sentence: 6465,WALL,NN,0
,COVERINGS,NNS,0
Sentence: 6466,HOUSE,NN,0
,WARES,NNS,0
Sentence: 6467,AND,CC,0
,AUTOMOBILE,NN,0
,PARTS,NNS,0
,.,.,0
Sentence: 6468,IT,PRP,0
,IS,VBZ,0
,ALSO,RB,0
,USED,VBN,0
,TO,IN,0
,AS,IN,0
,A,DT,0
,SOLVENT,NN,0
,AND,CC,0
,IS,VBZ,0
,ADDED,VBN,0
,TO,IN,0
,LEADED,VBN,0
,GASOLINE,NN,0
,TO,TO,0
,REMOVE,VB,0
,LEAD,NN,0
,.,.,0
Sentence: 6469,THE,DT,0
,DEPARTMENT,NNP,0
,OF,IN,0
,HEALTH,NNP,0
,AND,CC,0
,HUMAN,NNP,0
,SERVICES,NNPS,0
,(,-LRB-,0
,DHHS,NNP,0
,),-RRB-,0
,HAS,VBZ,0
,DETERMINED,VBN,0
,THAT,IN,0
Sentence: 6470,MAY,MD,0
,REASONABLY,RB,0
,BE,VB,0
,EXPECTED,VBN,0
,TO,TO,0
,CAUSE,VB,0
,CANCER,NN,0
,.,.,0
Sentence: 6471,THE,DT,0
,EPA,NNP,0
,HAS,VBZ,0
,DETERMINED,VBN,0
,THAT,IN,0
Sentence: 6472,IS,VBZ,0
,A,DT,0
,PROBABLE,JJ,0
,HUMAN,JJ,0
,CARCINOGEN,NN,0
,AND,CC,0
,THE,DT,0
